접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),층,건축년도,건물용도,계약년도,계약월,면적당매매가,평당매매가,거래량,주소,위도,경도
2020,11215,광진구,10100,중곡동,1,대지,180,2,대원빌라다동,2020-08-06,29900,83.14,3.0,1985.0,연립다세대,2020,8,359.63,108.79,1,광진구 중곡동 180-2,37.5674319,127.0878
2017,11350,노원구,10200,월계동,1,대지,780,0,청백3,2017-01-07,21600,49.77,2.0,1998.0,아파트,2017,1,434.0,131.28,1,노원구 월계동 780,37.63176989999999,127.0501857
2019,11260,중랑구,10100,면목동,1,대지,172,130,(172-130),2019-10-22,9800,40.5,2.0,1976.0,연립다세대,2019,10,241.98,73.2,1,중랑구 면목동 172-130,37.5840305,127.0791409
2020,11350,노원구,10600,중계동,1,대지,592,0,중계3벽산,2019-11-09,71000,114.87,17.0,1999.0,아파트,2019,11,618.09,186.97,1,노원구 중계동 592,37.6542909,127.0735576
2014,11320,도봉구,10700,창동,1,대지,380,0,창동주공4단지,2014-07-08,17900,41.3,12.0,1991.0,아파트,2014,7,433.41,131.11,1,도봉구 창동 380,37.6442798,127.0478291
2020,11710,송파구,10900,장지동,1,대지,849,0,송파파인타운3단지,2020-07-06,107000,84.98,7.0,2008.0,아파트,2020,7,1259.12,380.88,1,송파구 장지동 849,37.4837507,127.1327658
2018,11320,도봉구,10800,도봉동,1,대지,81,1,극동,2018-08-11,29000,84.83,11.0,1991.0,아파트,2018,8,341.86,103.41,1,도봉구 도봉동 81-1,37.6825196,127.0496166
2015,11440,마포구,12700,상암동,1,대지,1689,0,상암월드컵파크6단지,2015-02-25,60000,84.53,2.0,2005.0,아파트,2015,2,709.81,214.72,1,마포구 상암동 1689,37.57981789999999,126.8842548
2021,11380,은평구,10900,신사동,1,대지,348,5,홍암맨션(348-5),2021-01-14,11000,31.08,-1.0,1995.0,연립다세대,2021,1,353.93,107.06,1,은평구 신사동 348-5,37.59055730000001,126.9106892
2018,11230,동대문구,10700,청량리동,1,대지,46,18,가단빌라,2018-01-12,12500,29.03,4.0,2002.0,연립다세대,2018,1,430.59,130.25,1,동대문구 청량리동 46-18,37.586148,127.0481667
2021,11710,송파구,10700,가락동,1,대지,175,26,펠리스빌1동,2021-10-07,46350,47.73,5.0,2021.0,연립다세대,2021,10,971.09,293.75,1,송파구 가락동 175-26,37.49547099999999,127.1354007
2022,11710,송파구,10700,가락동,1,대지,180,22,홍익빌라(가동),2022-08-01,27450,39.35,1.0,1990.0,연립다세대,2022,8,697.59,211.02,1,송파구 가락동 180-22,37.4934725,127.136422
2022,11110,종로구,17500,숭인동,1,대지,639,0,동보타운,2022-02-21,28500,54.04,3.0,2001.0,연립다세대,2022,2,527.39,159.53,1,종로구 숭인동 639,37.57780169999999,127.0210695
2013,11680,강남구,10400,청담동,1,대지,22,5,성익빌라B동,2013-05-17,50500,97.98,3.0,1992.0,연립다세대,2013,5,515.41,155.91,1,강남구 청담동 22-5,37.5223327,127.0407986
2021,11680,강남구,10600,대치동,1,대지,891,6,테헤란로대우아이빌(891-6),2021-05-13,33800,29.02,24.0,2004.0,아파트,2021,5,1164.71,352.33,1,강남구 대치동 891-6,37.5056874,127.054004
2014,11590,동작구,10700,사당동,1,대지,1132,0,롯데캐슬,2014-03-16,51000,84.96,13.0,2003.0,아파트,2014,3,600.28,181.59,1,동작구 사당동 1132,37.4907769,126.9725122
2016,11380,은평구,10600,대조동,1,대지,88,274,(88-274),2016-09-07,23000,44.94,1.0,1990.0,연립다세대,2016,9,511.79,154.82,1,은평구 대조동 88-274,37.6100924,126.9232783
2017,11680,강남구,10100,역삼동,1,대지,835,67,금호어울림,2017-05-01,92500,132.88,15.0,2003.0,아파트,2017,5,696.12,210.58,1,강남구 역삼동 835-67,37.4920842,127.0348905
2011,11305,강북구,10200,번동,1,대지,417,6,포르텔오피스텔,2011-02-23,10600,25.6,10.0,2004.0,오피스텔,2011,2,414.06,125.25,1,강북구 번동 417-6,37.63784649999999,127.0295136
2018,11410,서대문구,11800,홍은동,1,대지,14,17,은하빌라(B동),2018-01-24,10000,42.39,4.0,1992.0,연립다세대,2018,1,235.9,71.36,1,서대문구 홍은동 14-17,37.6004445,126.9452978
2013,11305,강북구,10100,미아동,1,대지,1354,0,벽산라이브파크,2013-06-24,32500,84.89,10.0,2004.0,아파트,2013,6,382.85,115.81,1,강북구 미아동 1354,37.6211493,127.0108272
2015,11500,강서구,10400,가양동,1,대지,1460,0,한강타운,2015-06-22,42500,84.99,8.0,1993.0,아파트,2015,6,500.06,151.27,1,강서구 가양동 1460,37.5713845,126.8449875
2017,11710,송파구,10100,잠실동,1,대지,44,0,레이크팰리스,2017-05-26,148700,136.74,28.0,2006.0,아파트,2017,5,1087.47,328.96,1,송파구 잠실동 44,37.508561,127.0948204
2014,11500,강서구,10200,등촌동,1,대지,688,0,주공3,2014-11-10,30000,58.14,7.0,1995.0,아파트,2014,11,516.0,156.09,1,강서구 등촌동 688,37.5616414,126.8411116
2013,11710,송파구,10100,잠실동,1,대지,44,0,레이크팰리스,2013-06-08,136000,136.74,20.0,2006.0,아파트,2013,6,994.59,300.86,1,송파구 잠실동 44,37.508561,127.0948204
2018,11470,양천구,10300,신월동,1,대지,1045,0,3차신성미소지움,2018-08-31,38000,66.14,3.0,2007.0,아파트,2018,8,574.54,173.8,1,양천구 신월동 1045,37.5229186,126.8417769
2011,11215,광진구,10400,광장동,1,대지,554,7,현대5,2011-03-25,50000,59.67,13.0,1989.0,아파트,2011,3,837.94,253.48,1,광진구 광장동 554-7,37.5397145,127.1000979
2015,11110,종로구,18300,평창동,1,대지,64,3,금강하이츠빌라,2015-09-05,23500,49.57,1.0,1989.0,연립다세대,2015,9,474.08,143.41,1,종로구 평창동 64-3,37.6083063,126.9756753
2019,11290,성북구,13400,길음동,1,대지,1281,0,길음뉴타운4단지(e편한세상),2019-08-15,58700,59.97,12.0,2005.0,아파트,2019,8,978.82,296.09,1,성북구 길음동 1281,37.612067,127.019649
2021,11215,광진구,10700,화양동,1,대지,17,68,세종에버그린,2021-07-06,29250,33.71,3.0,2018.0,오피스텔,2021,7,867.7,262.48,1,광진구 화양동 17-68,37.5466361,127.0692964
2015,11650,서초구,10200,양재동,1,대지,318,2,프라임그린빌2,2015-01-10,50800,84.94,3.0,2001.0,연립다세대,2015,1,598.07,180.92,1,서초구 양재동 318-2,37.4705198,127.0406506
2015,11620,관악구,10200,신림동,1,대지,95,56,월드하이츠빌,2015-08-29,27600,79.74,2.0,2003.0,연립다세대,2015,8,346.12,104.7,1,관악구 신림동 95-56,37.4767457,126.9400929
2016,11305,강북구,10100,미아동,1,대지,1355,0,미아한일유앤아이,2016-05-11,34000,84.55,2.0,2002.0,아파트,2016,5,402.13,121.64,1,강북구 미아동 1355,37.6148252,127.0365802
2016,11740,강동구,10200,고덕동,1,대지,499,0,고덕 아이파크,2016-06-21,82000,114.98,16.0,2011.0,아파트,2016,6,713.17,215.73,1,강동구 고덕동 499,37.5589299,127.1552406
2015,11140,중구,16200,신당동,1,대지,340,24,"신당로얄빌라가,나동",2015-10-13,43700,81.33,2.0,1989.0,연립다세대,2015,10,537.32,162.54,1,중구 신당동 340-24,37.5559742,127.0133459
2022,11500,강서구,10600,내발산동,1,대지,717,33,시원아트빌AB동,2022-04-13,22000,46.68,3.0,2001.0,연립다세대,2022,4,471.29,142.57,1,강서구 내발산동 717-33,37.5496132,126.834931
2019,11740,강동구,10300,상일동,1,대지,333,0,토성하우스3차,2019-10-22,24900,35.01,2.0,2018.0,연립다세대,2019,10,711.23,215.15,1,강동구 상일동 333,37.5468192,127.16748
2019,11560,영등포구,12500,양평동1가,1,대지,148,9,성운타운2,2019-06-15,24200,29.9,2.0,2019.0,오피스텔,2019,6,809.36,244.83,1,영등포구 양평동1가 148-9,37.5234168,126.88939
2013,11740,강동구,10800,성내동,1,대지,137,0,성내2차e-편한세상,2013-10-17,44800,84.9,3.0,2004.0,아파트,2013,10,527.68,159.62,1,강동구 성내동 137,37.5344337,127.1264049
2020,11380,은평구,10300,불광동,1,대지,330,24,윤성씨티빌,2020-05-26,32700,84.81,4.0,2003.0,연립다세대,2020,5,385.57,116.63,1,은평구 불광동 330-24,37.6177401,126.9257656
2017,11710,송파구,10300,풍납동,1,대지,510,0,신성노바빌아파트,2017-06-06,57800,84.96,16.0,2000.0,아파트,2017,6,680.32,205.8,1,송파구 풍납동 510,37.5385645,127.1167044
2017,11470,양천구,10100,신정동,1,대지,1317,0,이펜하우스4단지,2017-11-04,48900,84.51,7.0,2011.0,아파트,2017,11,578.63,175.04,1,양천구 신정동 1317,37.5107538,126.8298252
2020,11470,양천구,10300,신월동,1,대지,912,12,유림(나동),2020-09-28,8500,41.13,-1.0,1988.0,연립다세대,2020,9,206.66,62.52,1,양천구 신월동 912-12,37.5232351,126.8315255
2011,11530,구로구,10800,오류동,1,대지,338,0,동부골든,2011-07-19,33318,113.43,8.0,1998.0,아파트,2011,7,293.73,88.85,1,구로구 오류동 338,37.4992905,126.8395317
2016,11650,서초구,10600,잠원동,1,대지,74,0,신반포14,2016-09-05,129500,104.74,8.0,1983.0,아파트,2016,9,1236.39,374.01,1,서초구 잠원동 74,37.5087872,127.0022868
2015,11440,마포구,10300,신공덕동,1,대지,172,0,펜트라우스,2015-06-05,37300,59.92,8.0,2011.0,오피스텔,2015,6,622.5,188.31,1,마포구 신공덕동 172,37.5433915,126.9541081
2017,11410,서대문구,12000,남가좌동,1,대지,385,0,DMC파크뷰자이1단지,2017-09-16,75000,84.97,5.0,2015.0,아파트,2017,9,882.66,267.01,1,서대문구 남가좌동 385,37.5722576,126.9178374
2017,11350,노원구,10300,공릉동,1,대지,714,0,삼익4단지아파트,2017-04-10,22700,39.6,11.0,1994.0,아파트,2017,4,573.23,173.4,1,노원구 공릉동 714,37.6298796,127.0719275
2022,11680,강남구,10800,논현동,1,대지,58,2,마일스디오빌,2022-08-06,38500,36.29,11.0,2004.0,아파트,2022,8,1060.9,320.92,1,강남구 논현동 58-2,37.51388499999999,127.0288858
2018,11440,마포구,11200,현석동,1,대지,223,0,반도유보라아일랜드,2018-07-24,131000,122.68,3.0,2008.0,아파트,2018,7,1067.82,323.02,1,마포구 현석동 223,37.5419988,126.9344691
2017,11260,중랑구,10600,신내동,1,대지,803,0,대성유니트,2017-02-27,35400,95.89,1.0,2005.0,아파트,2017,2,369.17,111.67,1,중랑구 신내동 803,37.6027181,127.0964554
2016,11470,양천구,10100,신정동,1,대지,1323,0,목동힐스테이트,2016-06-05,75700,84.88,6.0,0.0,아파트,2016,6,891.85,269.78,1,양천구 신정동 1323,37.5203058,126.8564578
2017,11560,영등포구,13300,대림동,1,대지,696,0,우성1,2017-11-20,33800,52.07,9.0,1985.0,아파트,2017,11,649.13,196.36,1,영등포구 대림동 696,37.495535,126.9005866
2016,11500,강서구,10300,화곡동,1,대지,105,449,하은빌리지(105-449),2016-06-02,14500,64.26,-1.0,2000.0,연립다세대,2016,6,225.65,68.26,1,강서구 화곡동 105-449,37.5381646,126.8432478
2016,11140,중구,16500,황학동,1,대지,1005,0,로얄,2016-07-27,36000,74.82,3.0,2002.0,아파트,2016,7,481.15,145.55,1,중구 황학동 1005,37.5672832,127.021568
2017,11305,강북구,10200,번동,1,대지,242,0,주공1단지,2017-08-07,22500,41.3,13.0,1991.0,아파트,2017,8,544.79,164.8,1,강북구 번동 242,37.6247092,127.0471142
2017,11350,노원구,10400,하계동,1,대지,273,0,장미(시영6),2017-03-21,28000,54.02,11.0,1989.0,아파트,2017,3,518.33,156.79,1,노원구 하계동 273,37.6337017,127.0678655
2020,11350,노원구,10400,하계동,1,대지,65,4,다원하이빌 가동,2020-06-12,20400,33.77,4.0,2020.0,연립다세대,2020,6,604.09,182.74,1,노원구 하계동 65-4,37.6365698,127.0772432
2018,11440,마포구,10400,도화동,1,대지,196,1,주하힐하우스,2018-03-30,25000,26.88,5.0,2008.0,연립다세대,2018,3,930.06,281.34,1,마포구 도화동 196-1,37.5412207,126.9514855
2021,11620,관악구,10100,봉천동,1,대지,100,274,(100-274),2021-06-29,17000,37.61,1.0,1991.0,연립다세대,2021,6,452.01,136.73,1,관악구 봉천동 100-274,37.481206,126.9603518
2019,11560,영등포구,10700,영등포동6가,1,대지,97,0,골든빌,2019-02-10,29400,29.22,4.0,2018.0,연립다세대,2019,2,1006.16,304.36,1,영등포구 영등포동6가 97,37.521096,126.9019412
2017,11380,은평구,10200,녹번동,1,대지,156,2,금강(156-2),2017-02-22,23500,69.48,4.0,2004.0,연립다세대,2017,2,338.23,102.31,1,은평구 녹번동 156-2,37.6026379,126.9248869
2020,11140,중구,15100,을지로5가,1,대지,20,1,정건벨라지오오피스텔,2020-07-27,12000,21.94,9.0,2003.0,오피스텔,2020,7,546.95,165.45,1,중구 을지로5가 20-1,37.5671089,127.0018116
2015,11305,강북구,10300,수유동,1,대지,472,543,남광하이빌2동,2015-04-19,22500,51.31,2.0,2015.0,연립다세대,2015,4,438.51,132.65,1,강북구 수유동 472-543,37.6332804,127.0166625
2022,11230,동대문구,10600,장안동,1,대지,113,2,동트리움,2022-04-04,43950,49.43,8.0,2022.0,연립다세대,2022,4,889.14,268.96,1,동대문구 장안동 113-2,37.57751590000001,127.0676081
2018,11590,동작구,10200,상도동,1,대지,363,143,(363-143)대명드림빌,2016-09-21,25090,26.0,4.0,2002.0,연립다세대,2016,9,965.0,291.91,1,동작구 상도동 363-143,37.50548149999999,126.9370011
2015,11380,은평구,10800,역촌동,1,대지,61,50,금성빌라,2015-05-07,6000,53.52,-1.0,1991.0,연립다세대,2015,5,112.11,33.91,1,은평구 역촌동 61-50,37.6040625,126.9130192
2018,11320,도봉구,10500,쌍문동,1,대지,23,8,한양빌라,2018-08-24,11000,37.86,3.0,1995.0,연립다세대,2018,8,290.54,87.89,1,도봉구 쌍문동 23-8,37.65900389999999,127.0373615
2013,11110,종로구,18300,평창동,1,대지,72,0,롯데낙천대,2013-01-16,80500,133.34,4.0,2001.0,아파트,2013,1,603.72,182.63,1,종로구 평창동 72,37.6091348,126.9756811
2019,11740,강동구,10200,고덕동,1,대지,688,0,고덕래미안 힐스테이트아파트,2019-12-06,135000,84.83,9.0,2016.0,아파트,2019,12,1591.42,481.4,1,강동구 고덕동 688,37.558949,127.1470826
2015,11170,용산구,12000,도원동,1,대지,23,0,삼성래미안,2015-10-20,46000,59.94,11.0,2001.0,아파트,2015,10,767.43,232.15,1,용산구 도원동 23,37.538296,126.955317
2018,11740,강동구,10500,길동,1,대지,382,1,우남빌라(A동),2018-08-24,25750,53.04,1.0,1986.0,연립다세대,2018,8,485.48,146.86,1,강동구 길동 382-1,37.5393768,127.137187
2020,11470,양천구,10100,신정동,1,대지,128,40,평화아트빌,2020-07-08,29500,38.04,2.0,2018.0,연립다세대,2020,7,775.5,234.59,1,양천구 신정동 128-40,37.5194555,126.8741753
2014,11590,동작구,10900,신대방동,1,대지,719,0,동작상떼빌,2014-02-14,25500,61.37,19.0,2006.0,오피스텔,2014,2,415.51,125.69,1,동작구 신대방동 719,37.4875212,126.9068467
2022,11500,강서구,10800,공항동,1,대지,14,170,공항킹덤,2022-04-14,26000,28.95,2.0,2017.0,연립다세대,2022,4,898.1,271.68,1,강서구 공항동 14-170,37.5624303,126.8137922
2018,11500,강서구,10500,마곡동,1,대지,716,0,한솔솔파크,2018-09-16,85000,84.87,8.0,2005.0,아파트,2018,9,1001.53,302.96,1,강서구 마곡동 716,37.5696773,126.8233149
2017,11290,성북구,13400,길음동,1,대지,498,0,래미안 길음 센터피스 ,2017-04-25,49000,59.97,6.0,0.0,아파트,2017,4,817.08,247.17,1,성북구 길음동 498,37.6085948,127.0220461
2020,11260,중랑구,10100,면목동,1,대지,101,14,루체빌 A동,2020-09-05,28850,27.74,3.0,2020.0,연립다세대,2020,9,1040.01,314.6,1,중랑구 면목동 101-14,37.5896628,127.0885897
2020,11470,양천구,10100,신정동,1,대지,1285,0,푸른마을4,2020-01-31,58000,84.92,3.0,2002.0,아파트,2020,1,683.0,206.61,1,양천구 신정동 1285,37.5132899,126.8390451
2014,11500,강서구,10200,등촌동,1,대지,632,17,에비앙하우스,2014-10-05,18300,29.85,3.0,2014.0,연립다세대,2014,10,613.07,185.45,1,강서구 등촌동 632-17,37.5553191,126.8636366
2016,11740,강동구,10900,천호동,1,대지,287,23,광명빌딩(287-23),2016-01-28,19000,32.76,5.0,2011.0,연립다세대,2016,1,579.98,175.44,1,강동구 천호동 287-23,37.5480157,127.1277781
2022,11545,금천구,10200,독산동,1,대지,959,5,다온캐슬,2022-07-24,34000,35.35,5.0,2017.0,연립다세대,2022,7,961.81,290.95,1,금천구 독산동 959-5,37.47849960000001,126.9032955
2019,11470,양천구,10300,신월동,1,대지,551,0,신정뉴타운1-1구역 아이파크위브,2019-07-02,68050,84.98,5.0,0.0,아파트,2019,7,800.78,242.23,1,양천구 신월동 551,37.5264285,126.8342266
2015,11440,마포구,12100,동교동,1,대지,155,27,효성홍익인간오피스텔,2014-12-22,22000,38.9,14.0,2004.0,오피스텔,2014,12,565.55,171.08,1,마포구 동교동 155-27,37.5583965,126.9251195
2016,11320,도봉구,10700,창동,1,대지,45,0,삼성래미안,2016-07-09,37500,84.87,1.0,1992.0,아파트,2016,7,441.85,133.66,1,도봉구 창동 45,37.6490829,127.0485403
2018,11710,송파구,11200,오금동,1,대지,53,6,리멤버빌,2018-07-18,28250,41.89,5.0,2018.0,연립다세대,2018,7,674.39,204.0,1,송파구 오금동 53-6,37.5026555,127.1328145
2013,11740,강동구,10600,둔촌동,1,대지,170,1,둔촌주공4단지,2013-10-11,55000,71.58,9.0,1980.0,아파트,2013,10,768.37,232.43,1,강동구 둔촌동 170-1,37.5269355,127.1387509
2016,11230,동대문구,10600,장안동,1,대지,365,4,서희스타힐스,2016-03-30,18329,37.66,3.0,2013.0,오피스텔,2016,3,486.7,147.23,1,동대문구 장안동 365-4,37.5692893,127.0705358
2020,11545,금천구,10300,시흥동,1,대지,1013,0,관악산벽산타운5,2020-06-13,47300,84.97,2.0,2004.0,아파트,2020,6,556.67,168.39,1,금천구 시흥동 1013,37.4482694,126.9187697
2012,11350,노원구,10200,월계동,1,대지,556,0,주공2,2012-02-04,24800,59.97,7.0,1992.0,아파트,2012,2,413.54,125.1,1,노원구 월계동 556,37.6281255,127.0527822
2016,11440,마포구,12600,중동,1,대지,395,0,동원월드타운,2016-05-16,40000,84.87,5.0,2004.0,아파트,2016,5,471.31,142.57,1,마포구 중동 395,37.5699303,126.9097593
2014,11260,중랑구,10200,상봉동,1,대지,484,0,"엘지, 쌍용아파트",2014-08-29,26000,68.12,3.0,1996.0,아파트,2014,8,381.68,115.46,1,중랑구 상봉동 484,37.60335,127.0898862
2022,11560,영등포구,11100,당산동1가,1,대지,179,0,디에스퍼스트(179),2022-01-14,38700,29.26,4.0,2021.0,연립다세대,2022,1,1322.62,400.09,1,영등포구 당산동1가 179,37.5219838,126.9005586
2015,11710,송파구,10700,가락동,1,대지,479,0,시영2,2015-05-20,60000,44.6,3.0,1982.0,아파트,2015,5,1345.29,406.95,1,송파구 가락동 479,37.4956865,127.1184047
2015,11740,강동구,10500,길동,1,대지,92,0,신동아4,2015-07-12,22950,42.44,10.0,1999.0,아파트,2015,7,540.76,163.58,1,강동구 길동 92,37.5415004,127.1475139
2017,11710,송파구,10300,풍납동,1,대지,510,0,신성노바빌아파트,2017-11-09,58500,84.96,18.0,2000.0,아파트,2017,11,688.56,208.29,1,송파구 풍납동 510,37.5385645,127.1167044
2011,11530,구로구,10200,구로동,1,대지,26,0,신도림포스빌,2011-02-19,16900,31.23,9.0,2004.0,오피스텔,2011,2,541.15,163.7,1,구로구 구로동 26,37.5056952,126.8916485
2014,11590,동작구,10200,상도동,1,대지,323,4,(323-4),2014-02-05,39500,91.84,6.0,2005.0,아파트,2014,2,430.1,130.1,1,동작구 상도동 323-4,37.4988299,126.9296868
2016,11710,송파구,10700,가락동,1,대지,95,1,가락금호아파트,2016-10-06,52500,59.91,12.0,1997.0,아파트,2016,10,876.31,265.09,1,송파구 가락동 95-1,37.4963627,127.1163626
2011,11200,성동구,10800,응봉동,1,대지,98,0,금호현대,2011-05-24,29400,59.91,5.0,1990.0,아파트,2011,5,490.74,148.45,1,성동구 응봉동 98,37.55104650000001,127.0309542
2022,11320,도봉구,10700,창동,1,대지,465,6,부림주택(라),2022-01-27,17000,34.02,-1.0,1987.0,연립다세대,2022,1,499.71,151.16,1,도봉구 창동 465-6,37.6368566,127.0423063
2014,11650,서초구,10100,방배동,1,대지,932,34,(932-34),2014-12-01,34000,39.79,3.0,2012.0,연립다세대,2014,12,854.49,258.48,1,서초구 방배동 932-34,37.4847778,126.9927987
2016,11110,종로구,12900,견지동,1,대지,110,0,종로1가 대성스카이렉스,2016-04-18,23700,32.76,10.0,2008.0,오피스텔,2016,4,723.44,218.84,1,종로구 견지동 110,37.5724239,126.9825272
2016,11590,동작구,10500,흑석동,1,대지,75,34,한양빌라(마),2016-05-24,29000,48.96,-1.0,1987.0,연립다세대,2016,5,592.32,179.18,1,동작구 흑석동 75-34,37.5017659,126.963339
2013,11710,송파구,10400,송파동,1,대지,166,0,가락삼익맨숀,2013-10-25,53500,84.83,9.0,1984.0,아파트,2013,10,630.67,190.78,1,송파구 송파동 166,37.504216,127.1213083
2019,11230,동대문구,10600,장안동,1,대지,445,2,SB팰리스,2019-08-12,28000,46.34,2.0,2015.0,연립다세대,2019,8,604.23,182.78,1,동대문구 장안동 445-2,37.5643508,127.0692733
2020,11380,은평구,10200,녹번동,1,대지,134,12,예승빌라(134-12),2020-11-02,25000,53.16,-1.0,1996.0,연립다세대,2020,11,470.28,142.26,1,은평구 녹번동 134-12,37.6070808,126.9270689
2014,11440,마포구,10400,도화동,1,대지,550,0,삼성,2014-05-09,79000,136.1,11.0,1997.0,아파트,2014,5,580.46,175.59,1,마포구 도화동 550,37.5401127,126.9503477
2015,11350,노원구,10600,중계동,1,대지,606,0,한화꿈에그린TheFirst,2014-09-17,48000,84.97,18.0,2014.0,아파트,2014,9,564.91,170.88,1,노원구 중계동 606,37.6591605,127.0744704
2022,11290,성북구,13300,정릉동,1,대지,716,21,태웅아트빌라,2022-06-23,19500,73.72,2.0,1997.0,연립다세대,2022,6,264.51,80.02,1,성북구 정릉동 716-21,37.6105145,127.0043209
2017,11215,광진구,10400,광장동,1,대지,566,0,청구,2017-05-10,61000,84.86,8.0,1996.0,아파트,2017,5,718.83,217.45,1,광진구 광장동 566,37.5424654,127.0962926
2019,11350,노원구,10500,상계동,1,대지,740,0,상계주공2(고층),2019-11-22,49300,59.28,12.0,1987.0,아파트,2019,11,831.65,251.57,1,노원구 상계동 740,37.6497536,127.058518
2019,11740,강동구,10700,암사동,1,대지,455,20,스타팰리스,2019-05-29,27800,49.69,2.0,2016.0,연립다세대,2019,5,559.47,169.24,1,강동구 암사동 455-20,37.5527473,127.1347773
2021,11290,성북구,13600,하월곡동,1,대지,227,0,월곡갑을명가,2021-10-17,72400,64.82,9.0,2007.0,아파트,2021,10,1116.94,337.87,1,성북구 하월곡동 227,37.6032772,127.0421199
2017,11500,강서구,10300,화곡동,1,대지,95,34,J펠리스7차,2017-07-03,24500,52.65,5.0,2013.0,연립다세대,2017,7,465.34,140.76,1,강서구 화곡동 95-34,37.5462498,126.8443757
2017,11170,용산구,12300,신계동,1,대지,48,0,용산e편한세상,2017-06-02,85000,84.21,3.0,2011.0,아파트,2017,6,1009.38,305.34,1,용산구 신계동 48,37.5358957,126.9669677
2019,11710,송파구,10500,석촌동,1,대지,150,18,엘리움파크,2018-11-21,28500,48.53,1.0,2018.0,연립다세대,2018,11,587.27,177.65,1,송파구 석촌동 150-18,37.5048779,127.1024369
2019,11530,구로구,10700,개봉동,1,대지,477,0,대상,2019-10-10,32700,59.93,21.0,1999.0,아파트,2019,10,545.64,165.06,1,구로구 개봉동 477,37.4823138,126.8497819
2012,11680,강남구,10300,개포동,1,대지,189,0,개포주공 4단지,2012-01-03,81000,50.67,4.0,1982.0,아파트,2012,1,1598.58,483.57,1,강남구 개포동 189,37.4855599,127.0713384
2020,11140,중구,16500,황학동,1,대지,2545,0,롯데캐슬,2020-10-17,83000,59.91,29.0,2008.0,아파트,2020,10,1385.41,419.09,1,중구 황학동 2545,37.5709778,127.021434
2017,11530,구로구,10100,신도림동,1,대지,643,0,동아1,2017-06-05,58100,84.91,22.0,1999.0,아파트,2017,6,684.25,206.99,1,구로구 신도림동 643,37.5110415,126.8829523
2021,11440,마포구,12700,상암동,1,대지,1596,0,"상암DMC푸르지오시티, S-City",2021-08-10,56904,60.02,6.0,2017.0,오피스텔,2021,8,948.08,286.8,1,마포구 상암동 1596,37.5819653,126.8892157
2022,11170,용산구,10900,청파동1가,1,대지,100,1,서울빌라(100-1),2022-10-06,125000,51.02,4.0,2009.0,연립다세대,2022,10,2450.02,741.13,1,용산구 청파동1가 100-1,37.54738520000001,126.968912
2014,11260,중랑구,10200,상봉동,1,대지,484,0,"엘지, 쌍용아파트",2014-09-27,26800,68.12,13.0,1996.0,아파트,2014,9,393.42,119.01,1,중랑구 상봉동 484,37.60335,127.0898862
2015,11680,강남구,10500,삼성동,1,대지,127,5,삼성오네뜨,2015-04-10,101000,144.43,5.0,2004.0,아파트,2015,4,699.3,211.54,1,강남구 삼성동 127-5,37.5096036,127.0543777
2013,11710,송파구,10800,문정동,1,대지,18,0,문정푸르지오,2013-12-12,42000,59.84,6.0,1999.0,아파트,2013,12,701.87,212.32,1,송파구 문정동 18,37.4868777,127.1281056
2020,11470,양천구,10200,목동,1,대지,543,1,현진에버타운 (543-1),2019-12-01,24500,43.38,4.0,2007.0,연립다세대,2019,12,564.78,170.84,1,양천구 목동 543-1,37.5439566,126.8734109
2011,11620,관악구,10100,봉천동,1,대지,1708,0,두산,2011-10-29,49300,114.99,5.0,2000.0,아파트,2011,10,428.73,129.69,1,관악구 봉천동 1708,37.4845264,126.9428948
2022,11350,노원구,10500,상계동,1,대지,387,10,중앙프라자,2022-06-23,11000,13.36,3.0,2013.0,연립다세대,2022,6,823.35,249.06,1,노원구 상계동 387-10,37.6583798,127.0707619
2022,11380,은평구,10500,구산동,1,대지,549,0,다이알로그191,2022-01-07,25400,26.13,2.0,2021.0,연립다세대,2022,1,972.06,294.05,1,은평구 구산동 549,37.611231,126.9088437
2015,11170,용산구,12900,이촌동,1,대지,300,3,렉스아파트재건축,2015-05-03,189274,124.02,31.0,0.0,아파트,2015,5,1526.16,461.66,1,용산구 이촌동 300-3,37.5190638,126.9733261
2019,11350,노원구,10500,상계동,1,대지,135,79,(135-79),2019-03-26,12000,38.7,2.0,1989.0,연립다세대,2019,3,310.08,93.8,1,노원구 상계동 135-79,37.6653433,127.0692291
2014,11215,광진구,10300,구의동,1,대지,22,4,청인빌라,2014-07-02,14000,46.58,4.0,1994.0,연립다세대,2014,7,300.56,90.92,1,광진구 구의동 22-4,37.5541633,127.0950602
2019,11560,영등포구,11000,여의도동,1,대지,61,3,(61-3)	,2018-12-13,21400,45.99,13.0,1991.0,오피스텔,2018,12,465.32,140.76,1,영등포구 여의도동 61-3,37.519494,126.939272
2021,11320,도봉구,10700,창동,1,대지,601,80,광신주택(601-80),2021-01-26,14200,33.06,2.0,1993.0,연립다세대,2021,1,429.52,129.93,1,도봉구 창동 601-80,37.6412609,127.0381754
2018,11320,도봉구,10500,쌍문동,1,대지,195,0,청구,2018-07-18,32000,84.63,3.0,1996.0,아파트,2018,7,378.12,114.38,1,도봉구 쌍문동 195,37.6596382,127.0344912
