접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),층,건축년도,건물용도,계약년도,계약월,면적당매매가,평당매매가,거래량,주소,위도,경도
2019,11200,성동구,10200,하왕십리동,1,대지,1058,0,극동미라주,2019-11-08,62500,59.4,8.0,2001.0,아파트,2019,11,1052.19,318.29,1,성동구 하왕십리동 1058,37.5584807,127.0233012
2014,11500,강서구,10900,방화동,1,대지,883,0,마곡보타닉경남아너스빌,2014-01-08,34000,84.99,4.0,2005.0,아파트,2014,1,400.05,121.01,1,강서구 방화동 883,37.5722712,126.8186351
2015,11470,양천구,10300,신월동,1,대지,1039,0,신월2차보람쉬움,2015-06-18,31000,82.51,5.0,2005.0,아파트,2015,6,375.71,113.65,1,양천구 신월동 1039,37.524622,126.8371358
2013,11500,강서구,10300,화곡동,1,대지,842,16,LG드림빌A,2013-04-12,18400,74.96,4.0,2003.0,연립다세대,2013,4,245.46,74.25,1,강서구 화곡동 842-16,37.5303816,126.8585048
2020,11710,송파구,10400,송파동,1,대지,11,12,노마데하우스,2019-11-06,21000,20.91,3.0,2012.0,연립다세대,2019,11,1004.3,303.8,1,송파구 송파동 11-12,37.5077124,127.1058607
2013,11545,금천구,10300,시흥동,1,대지,1010,0,벽산,2013-04-28,19800,59.94,10.0,2000.0,아파트,2013,4,330.33,99.92,1,금천구 시흥동 1010,37.4515715,126.9189019
2012,11710,송파구,10100,잠실동,1,대지,246,13,(246-13),2012-10-17,36000,61.95,5.0,2003.0,연립다세대,2012,10,581.11,175.79,1,송파구 잠실동 246-13,37.5060773,127.08832
2017,11305,강북구,10300,수유동,1,대지,468,31,현웅그랑빌(468-31),2016-12-09,24000,58.56,2.0,2016.0,연립다세대,2016,12,409.84,123.98,1,강북구 수유동 468-31,37.6316529,127.0148211
2019,11590,동작구,10500,흑석동,1,대지,294,4,(294-4),2019-11-17,85000,37.13,2.0,1989.0,연립다세대,2019,11,2289.25,692.5,1,동작구 흑석동 294-4,37.5042337,126.968751
2017,11590,동작구,10800,대방동,1,대지,503,0,주공2,2017-06-26,46500,59.97,11.0,1995.0,아파트,2017,6,775.39,234.55,1,동작구 대방동 503,37.5097245,126.9300449
2013,11230,동대문구,10600,장안동,1,대지,344,1,르.메이에르 장안타운 1,2013-06-08,6000,21.0,2.0,2004.0,오피스텔,2013,6,285.71,86.43,1,동대문구 장안동 344-1,37.571247,127.0722022
2013,11560,영등포구,11300,당산동3가,1,대지,394,0,삼익,2013-10-17,38000,82.65,5.0,1979.0,아파트,2013,10,459.77,139.08,1,영등포구 당산동3가 394,37.5279506,126.8953429
2019,11650,서초구,10300,우면동,1,대지,773,0,서초힐스,2019-07-15,95500,59.89,14.0,2012.0,아파트,2019,7,1594.59,482.36,1,서초구 우면동 773,37.4573994,127.018071
2021,11680,강남구,10400,청담동,1,대지,5,0,경원오피스텔,2021-11-08,41600,33.33,9.0,1991.0,오피스텔,2021,11,1248.12,377.56,1,강남구 청담동 5,37.5235822,127.0451275
2022,11470,양천구,10200,목동,1,대지,534,29,"에비앙하우스(101동,102동,103동)",2022-02-28,26500,26.27,4.0,2016.0,연립다세대,2022,2,1008.76,305.15,1,양천구 목동 534-29,37.5444453,126.87307
2016,11620,관악구,10100,봉천동,1,대지,1708,0,두산,2016-07-25,64500,114.99,14.0,2000.0,아파트,2016,7,560.92,169.68,1,관악구 봉천동 1708,37.4845264,126.9428948
2022,11140,중구,16500,황학동,1,대지,836,0,아미인,2022-11-04,14700,18.62,4.0,2014.0,오피스텔,2022,11,789.47,238.82,1,중구 황학동 836,37.5662873,127.0228418
2015,11530,구로구,10200,구로동,1,대지,1281,0,한일유앤아이,2015-02-09,32500,84.96,6.0,2006.0,아파트,2015,2,382.53,115.72,1,구로구 구로동 1281,37.4864733,126.8760531
2017,11200,성동구,11100,금호동3가,1,대지,700,0,금호자이2차,2017-05-30,68000,84.73,12.0,2012.0,아파트,2017,5,802.55,242.77,1,성동구 금호동3가 700,37.5503253,127.0218814
2016,11410,서대문구,11900,북가좌동,1,대지,481,0,DMC래미안e편한세상,2016-07-20,47800,59.97,2.0,2012.0,아파트,2016,7,797.07,241.11,1,서대문구 북가좌동 481,37.5726485,126.9105509
2018,11680,강남구,11800,도곡동,1,대지,467,0,타워팰리스1,2018-01-11,164000,120.78,24.0,2002.0,아파트,2018,1,1357.84,410.75,1,강남구 도곡동 467,37.4882228,127.0544393
2017,11560,영등포구,11400,당산동4가,1,대지,94,1,당산삼성2차,2017-10-17,49500,59.76,13.0,1997.0,아파트,2017,10,828.31,250.56,1,영등포구 당산동4가 94-1,37.5278527,126.8984322
2017,11380,은평구,10900,신사동,1,대지,297,0,신사씨티,2017-05-03,22800,49.76,14.0,1993.0,아파트,2017,5,458.2,138.61,1,은평구 신사동 297,37.6003547,126.9041068
2016,11740,강동구,11000,강일동,1,대지,674,0,강일리버파크3단지,2016-07-19,40800,59.83,11.0,2009.0,아파트,2016,7,681.93,206.28,1,강동구 강일동 674,37.5667207,127.1747157
2015,11140,중구,16200,신당동,1,대지,432,724,황금하이츠빌라,2015-08-10,17400,37.28,-1.0,1991.0,연립다세대,2015,8,466.74,141.19,1,중구 신당동 432-724,37.5499229,127.0068608
2020,11470,양천구,10300,신월동,1,대지,924,11,제일,2020-05-12,15500,44.46,2.0,1982.0,연립다세대,2020,5,348.63,105.46,1,양천구 신월동 924-11,37.52400799999999,126.8332772
2022,11650,서초구,10800,서초동,1,대지,1337,21,현대썬앤빌 서초,2022-05-17,20500,19.43,4.0,2015.0,오피스텔,2022,5,1055.07,319.16,1,서초구 서초동 1337-21,37.4917904,127.0296556
2018,11680,강남구,11200,자곡동,1,대지,662,0,강남 지웰홈스,2018-09-01,19500,26.71,6.0,2014.0,오피스텔,2018,9,730.06,220.84,1,강남구 자곡동 662,37.4742782,127.1054022
2022,11650,서초구,10700,반포동,1,대지,1343,0,디에이치반포라클라스,2022-04-16,335000,84.97,7.0,2021.0,아파트,2022,4,3942.57,1192.63,1,서초구 반포동 1343,37.5006677,127.0139892
2016,11320,도봉구,10500,쌍문동,1,대지,315,24,한전빌라A,2016-11-04,11800,45.38,2.0,1987.0,연립다세대,2016,11,260.03,78.66,1,도봉구 쌍문동 315-24,37.6477568,127.030777
2016,11710,송파구,10400,송파동,1,대지,162,0,송파삼성래미안아파트,2016-08-24,69800,79.7,16.0,2001.0,아파트,2016,8,875.78,264.92,1,송파구 송파동 162,37.5047234,127.1186753
2018,11590,동작구,10200,상도동,1,대지,301,67,동산골드빌리지,2018-04-20,18500,28.86,4.0,2017.0,연립다세대,2018,4,641.03,193.91,1,동작구 상도동 301-67,37.4934001,126.9326397
2016,11740,강동구,10300,상일동,1,대지,121,0,주공3,2016-05-07,51000,48.6,1.0,1983.0,아파트,2016,5,1049.38,317.44,1,강동구 상일동 121,37.5472666,127.1800274
2020,11440,마포구,11400,창전동,1,대지,437,0,창전래미안,2019-12-11,77700,59.94,4.0,1998.0,아파트,2019,12,1296.3,392.13,1,마포구 창전동 437,37.5511712,126.9309007
2022,11545,금천구,10300,시흥동,1,대지,823,17,금강파크빌,2022-05-27,29500,42.96,2.0,2016.0,연립다세대,2022,5,686.69,207.72,1,금천구 시흥동 823-17,37.4538663,126.9073402
2015,11530,구로구,10200,구로동,1,대지,532,112,애경그린빌(532-112),2015-09-01,19300,53.26,5.0,2003.0,연립다세대,2015,9,362.37,109.62,1,구로구 구로동 532-112,37.4978797,126.8875903
2017,11620,관악구,10200,신림동,1,대지,10,705,신림하이츠빌라나동,2017-05-12,40000,79.14,2.0,1989.0,연립다세대,2017,5,505.43,152.89,1,관악구 신림동 10-705,37.4826001,126.9333937
2022,11650,서초구,10100,방배동,1,대지,978,31,(978-31),2022-06-25,46000,29.94,5.0,2015.0,연립다세대,2022,6,1536.41,464.76,1,서초구 방배동 978-31,37.4802928,126.9928725
2016,11350,노원구,10600,중계동,1,대지,359,1,주공5,2015-12-01,32300,58.46,9.0,1992.0,아파트,2015,12,552.51,167.14,1,노원구 중계동 359-1,37.652831,127.0759265
2017,11260,중랑구,10100,면목동,1,대지,715,0,늘푸른동아,2017-04-07,30000,59.65,3.0,2002.0,아파트,2017,4,502.93,152.14,1,중랑구 면목동 715,37.572876,127.0806338
2017,11380,은평구,10700,응암동,1,대지,225,173,동광주택(225-173),2017-07-27,18300,49.8,2.0,2002.0,연립다세대,2017,7,367.47,111.16,1,은평구 응암동 225-173,37.594699,126.9238286
2018,11590,동작구,10700,사당동,1,대지,105,0,사당우성2,2018-01-24,81000,108.08,13.0,1993.0,아파트,2018,1,749.44,226.71,1,동작구 사당동 105,37.4896386,126.9759403
2017,11350,노원구,10300,공릉동,1,대지,106,0,공릉해링턴플레이스,2017-07-08,55000,99.92,4.0,2000.0,아파트,2017,7,550.44,166.51,1,노원구 공릉동 106,37.6277372,127.0869084
2015,11410,서대문구,12000,남가좌동,1,대지,124,0,DMC가재울4구역,2015-09-14,73060,121.61,11.0,0.0,아파트,2015,9,600.77,181.73,1,서대문구 남가좌동 124,37.5708806,126.9195039
2022,11440,마포구,11400,창전동,1,대지,6,48,의준빌라트,2022-06-02,24000,58.43,-1.0,1995.0,연립다세대,2022,6,410.75,124.25,1,마포구 창전동 6-48,37.5534104,126.9297414
2022,11410,서대문구,12000,남가좌동,1,대지,363,12,거성빌라,2022-06-08,24900,59.94,2.0,1996.0,연립다세대,2022,6,415.42,125.66,1,서대문구 남가좌동 363-12,37.58041850000001,126.9190575
2020,11380,은평구,10700,응암동,1,대지,195,52,인산엘르빌2차,2020-09-04,23000,48.99,3.0,2012.0,연립다세대,2020,9,469.48,142.02,1,은평구 응암동 195-52,37.5979248,126.9242655
2015,11680,강남구,10400,청담동,1,대지,30,33,청담대림 이-편한세상,2015-03-04,104000,134.24,1.0,2002.0,아파트,2015,3,774.73,234.36,1,강남구 청담동 30-33,37.5205036,127.0478363
2020,11545,금천구,10200,독산동,1,대지,1088,0,독산주공14단지,2020-01-03,36000,59.22,1.0,1990.0,아파트,2020,1,607.9,183.89,1,금천구 독산동 1088,37.4600843,126.8864839
2013,11290,성북구,13400,길음동,1,대지,1236,0,리츠팰리스,2013-03-31,15900,41.97,2.0,2012.0,연립다세대,2013,3,378.84,114.6,1,성북구 길음동 1236,37.6076673,127.0230757
2018,11380,은평구,10900,신사동,1,대지,300,0,삼익빌라(300-0),2018-04-20,16500,85.34,3.0,1984.0,연립다세대,2018,4,193.34,58.49,1,은평구 신사동 300,37.5919242,126.9020318
2016,11410,서대문구,11700,연희동,1,대지,520,110,연흥가나안빌라(520-110),2016-03-23,16000,59.87,2.0,2000.0,연립다세대,2016,3,267.25,80.84,1,서대문구 연희동 520-110,37.5710083,126.9234986
2016,11440,마포구,10400,도화동,1,대지,550,0,삼성,2016-06-30,51000,72.19,1.0,1997.0,아파트,2016,6,706.47,213.71,1,마포구 도화동 550,37.5401127,126.9503477
2021,11320,도봉구,10600,방학동,1,대지,616,2,범성맨션(2차),2021-06-04,15000,46.62,2.0,1997.0,연립다세대,2021,6,321.75,97.33,1,도봉구 방학동 616-2,37.6674628,127.0327165
2019,11500,강서구,10300,화곡동,1,대지,351,89,중앙화곡하이츠,2019-09-29,25000,48.78,7.0,1988.0,아파트,2019,9,512.51,155.03,1,강서구 화곡동 351-89,37.5357163,126.8436854
2016,11380,은평구,10700,응암동,1,대지,759,0,백련산힐스테이트1차,2016-07-10,47600,84.37,11.0,2011.0,아파트,2016,7,564.18,170.66,1,은평구 응암동 759,37.5924134,126.9252267
2011,11680,강남구,10100,역삼동,1,대지,736,24,엘지역삼에클라트,2011-11-08,26500,36.24,8.0,2004.0,오피스텔,2011,11,731.24,221.2,1,강남구 역삼동 736-24,37.498543,127.0350412
2013,11680,강남구,10300,개포동,1,대지,140,0,주공2,2013-02-02,80000,61.75,2.0,1982.0,아파트,2013,2,1295.55,391.9,1,강남구 개포동 140,37.4797385,127.0660782
2014,11305,강북구,10300,수유동,1,대지,486,161,행복한집(486-161),2014-10-24,18000,58.44,5.0,2007.0,연립다세대,2014,10,308.01,93.17,1,강북구 수유동 486-161,37.6273929,127.0141231
2017,11560,영등포구,11000,여의도동,1,대지,43,4,롯데캐슬아이비,2017-02-20,92000,113.59,16.0,2005.0,아파트,2017,2,809.93,245.0,1,영등포구 여의도동 43-4,37.5201948,126.9317438
2022,11305,강북구,10300,수유동,1,대지,475,102,경일리치빌A동,2022-06-25,32000,52.81,3.0,2013.0,연립다세대,2022,6,605.95,183.3,1,강북구 수유동 475-102,37.6300372,127.0156697
2014,11350,노원구,10200,월계동,1,대지,18,0,한진한화그랑빌,2014-01-13,37700,84.97,19.0,2002.0,아파트,2014,1,443.69,134.22,1,노원구 월계동 18,37.6178025,127.0685682
2016,11530,구로구,10200,구로동,1,대지,724,4,롯데타운,2016-12-01,20000,48.73,2.0,2013.0,연립다세대,2016,12,410.42,124.15,1,구로구 구로동 724-4,37.4893657,126.8831146
2020,11680,강남구,11800,도곡동,1,대지,963,0,럭키(963),2020-07-04,179000,84.97,7.0,1995.0,아파트,2020,7,2106.63,637.25,1,강남구 도곡동 963,37.49045,127.0399974
2014,11470,양천구,10200,목동,1,대지,958,0,목동미소래,2014-08-19,35900,84.95,3.0,2005.0,아파트,2014,8,422.6,127.84,1,양천구 목동 958,37.5378706,126.8670036
2021,11260,중랑구,10600,신내동,1,대지,650,0,신내6대주,2021-02-19,44800,39.84,9.0,1996.0,아파트,2021,2,1124.5,340.16,1,중랑구 신내동 650,37.6152616,127.0910145
2013,11650,서초구,11100,신원동,1,대지,615,0,서초포레스타7단지,2013-11-27,54873,84.33,2.0,2013.0,아파트,2013,11,650.69,196.83,1,서초구 신원동 615,37.4485651,127.0568935
2021,11710,송파구,10800,문정동,1,대지,105,15,슈프림빌(2차),2021-04-03,20000,45.87,4.0,2007.0,연립다세대,2021,4,436.01,131.89,1,송파구 문정동 105-15,37.4860619,127.1299143
2013,11500,강서구,10900,방화동,1,대지,555,10,중앙연립,2013-05-21,12900,55.04,1.0,1982.0,연립다세대,2013,5,234.38,70.9,1,강서구 방화동 555-10,37.5714865,126.809491
2013,11620,관악구,10100,봉천동,1,대지,861,7,CO-OP RESIDENCE/서울대입구,2013-01-31,11000,17.19,7.0,2005.0,오피스텔,2013,1,639.91,193.57,1,관악구 봉천동 861-7,37.4818884,126.9522083
2015,11140,중구,17300,만리동1가,1,대지,53,4,더퍼스트빌,2015-04-29,28500,56.58,3.0,2008.0,연립다세대,2015,4,503.71,152.37,1,중구 만리동1가 53-4,37.5568631,126.9674372
2016,11350,노원구,10600,중계동,1,대지,502,1,중계그린1단지,2016-10-13,22000,49.5,2.0,1990.0,아파트,2016,10,444.44,134.44,1,노원구 중계동 502-1,37.6443709,127.0632819
2013,11230,동대문구,10500,답십리동,1,대지,1002,0,청계한신휴플러스,2013-10-13,38800,59.74,4.0,2010.0,아파트,2013,10,649.48,196.47,1,동대문구 답십리동 1002,37.5723708,127.0459864
2017,11740,강동구,11000,강일동,1,대지,673,0,강일리버파크4단지,2017-05-09,48300,84.74,15.0,2009.0,아파트,2017,5,569.98,172.42,1,강동구 강일동 673,37.5673035,127.1762976
2015,11290,성북구,13400,길음동,1,대지,1013,20,명가보고빌27차,2015-06-04,22300,56.84,2.0,2003.0,연립다세대,2015,6,392.33,118.68,1,성북구 길음동 1013-20,37.6070094,127.0250005
2017,11710,송파구,10500,석촌동,1,대지,241,1,동광팰리스(A동),2017-07-01,25000,28.71,6.0,2015.0,연립다세대,2017,7,870.78,263.41,1,송파구 석촌동 241-1,37.498636,127.1012311
2015,11530,구로구,10200,구로동,1,대지,44,8,비즈트위트 오렌지,2015-08-20,11799,17.81,12.0,2013.0,오피스텔,2015,8,662.49,200.4,1,구로구 구로동 44-8,37.5021153,126.8913913
2017,11305,강북구,10300,수유동,1,대지,29,7,엘리제빌,2017-07-05,19300,42.13,4.0,2014.0,연립다세대,2017,7,458.11,138.58,1,강북구 수유동 29-7,37.6393075,127.0205795
2015,11650,서초구,10600,잠원동,1,대지,50,1,롯데캐슬갤럭시(50-1),2014-12-04,130000,132.16,17.0,2004.0,아파트,2014,12,983.66,297.56,1,서초구 잠원동 50-1,37.5190408,127.0159398
2013,11710,송파구,10800,문정동,1,대지,145,0,문정시영,2013-06-01,23000,39.69,6.0,1989.0,아파트,2013,6,579.49,175.3,1,송파구 문정동 145,37.4905974,127.1354467
2020,11680,강남구,10500,삼성동,1,대지,142,3,LG선릉에클라트B,2020-03-13,32000,39.34,2.0,2004.0,오피스텔,2020,3,813.42,246.06,1,강남구 삼성동 142-3,37.506168,127.0509289
2014,11680,강남구,11400,일원동,1,대지,711,0,수서,2014-12-08,44100,59.94,5.0,1992.0,아파트,2014,12,735.74,222.56,1,강남구 일원동 711,37.4926339,127.0902837
2016,11650,서초구,10100,방배동,1,대지,3001,2,방배디오슈페리움Ⅰ,2016-10-14,75000,84.76,10.0,2006.0,아파트,2016,10,884.85,267.67,1,서초구 방배동 3001-2,37.4859814,126.9830639
2018,11470,양천구,10300,신월동,1,대지,1028,0,대주파크빌,2018-09-05,56000,84.89,17.0,2004.0,아파트,2018,9,659.68,199.55,1,양천구 신월동 1028,37.514488,126.8425826
2019,11710,송파구,11200,오금동,1,대지,164,0,우창,2019-07-16,82000,76.42,7.0,1985.0,아파트,2019,7,1073.02,324.59,1,송파구 오금동 164,37.4992569,127.1369054
2013,11320,도봉구,10500,쌍문동,1,대지,30,4,리버빌,2013-11-15,17000,68.01,1.0,2004.0,연립다세대,2013,11,249.96,75.61,1,도봉구 쌍문동 30-4,37.6603341,127.0383259
2014,11650,서초구,10800,서초동,1,대지,1592,10,한진오피스텔,2014-10-31,10019,27.9,5.0,1991.0,오피스텔,2014,10,359.1,108.63,1,서초구 서초동 1592-10,37.4865269,127.0113606
2016,11230,동대문구,11000,이문동,1,대지,255,100,(255-100),2016-09-27,26000,80.08,2.0,1989.0,연립다세대,2016,9,324.68,98.21,1,동대문구 이문동 255-100,37.6027279,127.061432
2018,11320,도봉구,10600,방학동,1,대지,271,1,신동아아파트1,2018-02-20,18300,43.35,10.0,1986.0,아파트,2018,2,422.15,127.7,1,도봉구 방학동 271-1,37.660882,127.0266718
2014,11320,도봉구,10700,창동,1,대지,825,0,북한산아이파크5차,2014-02-04,49900,84.45,21.0,2004.0,아파트,2014,2,590.88,178.74,1,도봉구 창동 825,37.6579094,127.0436338
2018,11470,양천구,10100,신정동,1,대지,1307,0,경남아너스빌,2018-08-18,86500,96.17,16.0,2004.0,아파트,2018,8,899.45,272.08,1,양천구 신정동 1307,37.5181321,126.8714961
2020,11650,서초구,10700,반포동,1,대지,60,4,반포미도,2020-08-11,195500,84.96,10.0,1987.0,아파트,2020,8,2301.08,696.08,1,서초구 반포동 60-4,37.5013538,127.0087793
2013,11110,종로구,18700,무악동,1,대지,82,0,현대,2013-10-14,47480,84.92,12.0,2000.0,아파트,2013,10,559.11,169.13,1,종로구 무악동 82,37.5753812,126.9608045
2015,11650,서초구,10600,잠원동,1,대지,42,13,대우아이빌,2015-06-18,21800,27.07,5.0,2001.0,아파트,2015,6,805.32,243.61,1,서초구 잠원동 42-13,37.5113922,127.0183555
2019,11590,동작구,10800,대방동,1,대지,501,0,대림아파트,2019-08-16,70500,59.84,13.0,1993.0,아파트,2019,8,1178.14,356.39,1,동작구 대방동 501,37.5072943,126.9247119
2020,11230,동대문구,10200,용두동,1,대지,112,8,동대문한양아이클래스,2020-04-01,12500,18.48,10.0,2014.0,오피스텔,2020,4,676.41,204.61,1,동대문구 용두동 112-8,37.5777189,127.0313732
2020,11560,영등포구,12700,양평동3가,1,대지,90,1,거성파스텔,2020-06-16,85000,84.99,8.0,1999.0,아파트,2020,6,1000.12,302.54,1,영등포구 양평동3가 90-1,37.5314982,126.891879
2016,11710,송파구,10700,가락동,1,대지,479,0,시영1,2016-11-24,78282,51.4,4.0,1980.0,아파트,2016,11,1523.0,460.71,1,송파구 가락동 479,37.4956865,127.1184047
2017,11305,강북구,10100,미아동,1,대지,4,0,꿈의숲롯데캐슬,2017-03-12,50233,84.98,5.0,0.0,아파트,2017,3,591.12,178.81,1,강북구 미아동 4,37.6174691,127.0365853
2016,11320,도봉구,10500,쌍문동,1,대지,561,0,창동아트빌라,2016-07-27,8000,32.88,3.0,1993.0,연립다세대,2016,7,243.31,73.6,1,도봉구 쌍문동 561,37.6581955,127.0389553
2018,11200,성동구,11300,옥수동,1,대지,428,0,극동,2018-01-21,73000,68.58,9.0,1986.0,아파트,2018,1,1064.45,322.0,1,성동구 옥수동 428,37.5432656,127.0115516
2013,11140,중구,15500,을지로3가,1,대지,259,1,드림오피스타운,2013-06-10,9000,29.23,12.0,1995.0,오피스텔,2013,6,307.9,93.14,1,중구 을지로3가 259-1,37.5662208,126.9945412
