접수년도,자치구코드,자치구명,법정동코드,법정동명,지번구분코드,지번구분,본번,부번,층,계약일,전월세구분,임대면적,보증금(만원),임대료(만원),건물명,건축년도,건물용도,주소,위도,경도,제곱미터당전세가,평당전세가
2017,11230,동대문구,10600,장안동,1,대지,407,8,2.0,20160329,월세,26.0,2146,12,장안주택1,2014.0,연립다세대,동대문구 장안동 407-8,37.5633275,127.0618158,82.54,24.97
2022,11560,영등포구,11500,당산동5가,1,대지,7,2,2.0,20220810,전세,84.6,46200,0,유원제일2차,1984.0,아파트,영등포구 당산동5가 7-2,37.533081,126.8983856,546.1,165.2
2019,11500,강서구,10500,마곡동,1,대지,793,3,3.0,20190817,월세,18.97,3000,35,마곡에비앙,2015.0,오피스텔,강서구 마곡동 793-3,37.5623858,126.8390265,158.14,47.84
2015,11560,영등포구,13200,신길동,1,대지,4759,0,1.0,20150205,월세,60.48,4000,60,삼성,1984.0,아파트,영등포구 신길동 4759,37.4963658,126.9111928,66.14,20.01
2016,11260,중랑구,10500,망우동,1,대지,226,0,5.0,20160926,전세,81.91,18000,0,경남,1989.0,아파트,중랑구 망우동 226,37.6037964,127.10671,219.75,66.48
2015,11545,금천구,10200,독산동,1,대지,333,2,4.0,20150124,전세,44.19,9500,0,(333-2),2004.0,오피스텔,금천구 독산동 333-2,37.4700465,126.8909092,214.98,65.03
2017,11320,도봉구,10500,쌍문동,1,대지,725,0,1.0,20170102,전세,84.94,25000,0,쌍문동삼성래미안,2002.0,아파트,도봉구 쌍문동 725,37.6468367,127.0279814,294.33,89.03
2021,11620,관악구,10100,봉천동,1,대지,1666,51,9.0,20210425,전세,15.45,23000,0,더헤르미온,2021.0,오피스텔,관악구 봉천동 1666-51,37.4807776,126.9551884,1488.67,450.32
2014,11440,마포구,12300,망원동,1,대지,496,0,3.0,20140902,전세,84.96,28500,0,대림1,2002.0,아파트,마포구 망원동 496,37.5534332,126.9048551,335.45,101.47
2013,11470,양천구,10100,신정동,1,대지,1002,13,3.0,20130225,전세,48.33,15000,0,(1002-13),2002.0,연립다세대,양천구 신정동 1002-13,37.5236673,126.8624321,310.37,93.89
2021,11560,영등포구,11000,여의도동,1,대지,14,21,9.0,20210203,월세,36.53,5000,50,엘지여의도에클라트,2003.0,오피스텔,영등포구 여의도동 14-21,37.5299224,126.9191736,136.87,41.4
2015,11170,용산구,13100,한남동,1,대지,726,499,3.0,20150826,전세,63.17,25000,0,남산하이츠빌(A),2002.0,연립다세대,용산구 한남동 726-499,37.5442401,127.0027089,395.76,119.72
2016,11500,강서구,10300,화곡동,1,대지,1058,14,2.0,20160407,전세,63.38,20000,0,보광아트빌가동,2002.0,연립다세대,강서구 화곡동 1058-14,37.5447983,126.8419243,315.56,95.46
2022,11215,광진구,10300,구의동,1,대지,220,213,2.0,20220730,월세,42.84,3000,55,영동빌라(220-213),1991.0,연립다세대,광진구 구의동 220-213,37.5394402,127.0900019,70.03,21.18
2017,11530,구로구,10100,신도림동,1,대지,692,0,3.0,20170625,전세,59.86,54000,0,디큐브시티,2011.0,아파트,구로구 신도림동 692,37.5085845,126.8888977,902.1,272.89
2021,11350,노원구,10600,중계동,1,대지,502,1,4.0,20210306,전세,39.78,22000,0,중계그린1단지,1990.0,아파트,노원구 중계동 502-1,37.6443709,127.0632819,553.04,167.3
2019,11305,강북구,10300,수유동,1,대지,279,74,2.0,20190131,월세,14.86,5000,20,수유다우아트리체,2018.0,아파트,강북구 수유동 279-74,37.6482375,127.0153182,336.47,101.78
2014,11680,강남구,10300,개포동,1,대지,141,0,4.0,20140923,전세,56.57,15000,0,개포주공1단지,1982.0,아파트,강남구 개포동 141,37.4785022,127.0615383,265.16,80.21
2022,11650,서초구,10100,방배동,1,대지,1344,0,13.0,20220628,전세,59.94,61950,0,방배1차현대홈타운,1999.0,아파트,서초구 방배동 1344,37.4884387,126.9839012,1033.53,312.64
2018,11710,송파구,11100,방이동,1,대지,193,12,5.0,20180323,전세,20.98,16000,0,(193-12),2017.0,연립다세대,송파구 방이동 193-12,37.5118161,127.1238763,762.63,230.7
2016,11680,강남구,11800,도곡동,1,대지,467,0,41.0,20160301,월세,84.15,78000,88,타워팰리스1,2002.0,아파트,강남구 도곡동 467,37.4882228,127.0544393,926.92,280.39
2014,11620,관악구,10100,봉천동,1,대지,635,349,1.0,20141117,전세,74.19,16000,0,경천빌라,1997.0,연립다세대,관악구 봉천동 635-349,37.4877296,126.9409145,215.66,65.24
2018,11740,강동구,10900,천호동,1,대지,391,11,3.0,20180731,월세,39.77,8000,40,건우빌,2016.0,연립다세대,강동구 천호동 391-11,37.5440585,127.1297384,201.16,60.85
2021,11470,양천구,10200,목동,1,대지,902,0,4.0,20210202,전세,95.4,69000,0,목동신시가지2,1986.0,아파트,양천구 목동 902,37.5374761,126.8759409,723.27,218.79
2014,11650,서초구,10100,방배동,1,대지,815,12,4.0,20140918,월세,19.06,3000,40,바로스빌,2011.0,연립다세대,서초구 방배동 815-12,37.4912995,126.9897992,157.4,47.61
2019,11710,송파구,10100,잠실동,1,대지,19,0,3.0,20191227,전세,84.8,83000,0,잠실엘스,2008.0,아파트,송파구 잠실동 19,37.5140688,127.0813814,978.77,296.08
2021,11500,강서구,10300,화곡동,1,대지,459,15,5.0,20210702,전세,38.42,12600,0,청송평화하이맨션(459-15),2010.0,연립다세대,강서구 화곡동 459-15,37.5356398,126.8538477,327.95,99.21
2019,11110,종로구,16200,효제동,1,대지,65,2,9.0,20190105,전세,18.74,16500,0,포레스트힐시티,2017.0,아파트,종로구 효제동 65-2,37.5742158,127.0018345,880.47,266.34
2011,11650,서초구,10800,서초동,1,대지,1593,7,12.0,20110210,전세,43.2,17000,0,서초이오빌,2003.0,아파트,서초구 서초동 1593-7,37.4865561,127.0128914,393.52,119.04
2013,11290,성북구,10300,돈암동,1,대지,15,1,9.0,20130215,전세,84.59,21000,0,돈암동삼성,1999.0,아파트,성북구 돈암동 15-1,37.5990277,127.0233139,248.26,75.1
2022,11470,양천구,10100,신정동,1,대지,1316,0,11.0,20220713,전세,84.86,28743,0,이펜하우스3단지,2011.0,아파트,양천구 신정동 1316,37.5125185,126.8308025,338.71,102.46
2015,11710,송파구,10200,신천동,1,대지,7,18,21.0,20151124,월세,166.7,20000,300,롯데캐슬골드,2005.0,아파트,송파구 신천동 7-18,37.5144538,127.1007352,119.98,36.29
2014,11650,서초구,10700,반포동,1,대지,715,19,2.0,20140405,전세,24.83,12000,0,세종빌리지5차,2011.0,연립다세대,서초구 반포동 715-19,37.5074111,127.0184105,483.29,146.19
2018,11680,강남구,11200,자곡동,1,대지,651,0,3.0,20180226,전세,25.57,15000,0,강남유탑유블레스,2014.0,오피스텔,강남구 자곡동 651,37.4735878,127.1030378,586.62,177.45
2022,11740,강동구,11000,강일동,1,대지,701,0,10.0,20221220,월세,49.9,3811,25,강일리버파크8단지,2009.0,아파트,강동구 강일동 701,37.5615237,127.1768781,76.37,23.1
2014,11320,도봉구,10700,창동,1,대지,825,0,5.0,20141119,전세,84.45,26000,0,북한산아이파크5차,2004.0,아파트,도봉구 창동 825,37.6579094,127.0436338,307.87,93.13
2013,11200,성동구,11100,금호동3가,1,대지,917,0,2.0,20131009,월세,84.92,10000,120,금호1차푸르지오,2005.0,아파트,성동구 금호동3가 917,37.55056039999999,127.0207463,117.76,35.62
2014,11560,영등포구,11200,당산동2가,1,대지,164,0,18.0,20131123,전세,82.77,31000,0,당산2가현대홈타운,1994.0,아파트,영등포구 당산동2가 164,37.5235067,126.8948802,374.53,113.3
2019,11410,서대문구,12000,남가좌동,1,대지,382,0,10.0,20190910,전세,84.97,50000,0,DMC파크뷰자이4단지,2015.0,아파트,서대문구 남가좌동 382,37.5716972,126.9147863,588.44,178.0
2018,11500,강서구,10900,방화동,1,대지,819,0,3.0,20181127,전세,133.98,41000,0,개화,1994.0,아파트,강서구 방화동 819,37.5807525,126.8125415,306.02,92.57
2012,11740,강동구,10100,명일동,1,대지,44,0,2.0,20121128,전세,112.93,31000,0,신동아,1986.0,아파트,강동구 명일동 44,37.5537384,127.1521093,274.51,83.04
2022,11710,송파구,11200,오금동,1,대지,165,0,8.0,20220521,전세,45.77,34000,0,상아2차아파트,1988.0,아파트,송파구 오금동 165,37.4979382,127.1367276,742.84,224.71
2018,11740,강동구,10100,명일동,1,대지,257,0,5.0,20171216,전세,83.52,39000,0,고덕주공9,1985.0,아파트,강동구 명일동 257,37.5479154,127.1508631,466.95,141.25
2019,11710,송파구,11100,방이동,1,대지,217,0,13.0,20190823,월세,84.92,35000,40,대림,1985.0,아파트,송파구 방이동 217,37.507541,127.1241693,412.15,124.68
2020,11620,관악구,10100,봉천동,1,대지,729,24,10.0,20200501,월세,49.21,1000,65,캐릭터 그린빌,2000.0,오피스텔,관악구 봉천동 729-24,37.4917974,126.9254279,20.32,6.15
2018,11680,강남구,10600,대치동,1,대지,316,0,1.0,20180808,전세,84.43,50000,0,은마,1979.0,아파트,강남구 대치동 316,37.4974176,127.0653272,592.21,179.14
2016,11650,서초구,10800,서초동,1,대지,1593,7,19.0,20160822,전세,58.48,38000,0,서초이오빌,2003.0,아파트,서초구 서초동 1593-7,37.4865561,127.0128914,649.79,196.56
2014,11710,송파구,11100,방이동,1,대지,117,16,4.0,20140811,전세,76.01,26000,0,한라빌라,2000.0,연립다세대,송파구 방이동 117-16,37.5096018,127.1151323,342.06,103.47
2012,11215,광진구,10100,중곡동,1,대지,106,31,3.0,20121219,전세,37.24,12500,0,중원아트빌102,2002.0,연립다세대,광진구 중곡동 106-31,37.5560817,127.0938742,335.66,101.54
2011,11620,관악구,10200,신림동,1,대지,569,7,5.0,20110610,전세,67.81,16000,0,늘푸른빌,2008.0,연립다세대,관악구 신림동 569-7,37.4825321,126.9072795,235.95,71.38
2022,11710,송파구,10600,삼전동,1,대지,94,6,2.0,20220806,전세,43.08,27000,0,홈토피아(94-6),2008.0,연립다세대,송파구 삼전동 94-6,37.5052115,127.0927395,626.74,189.59
2013,11620,관악구,10200,신림동,1,대지,697,20,1.0,20130803,전세,38.84,7000,0,진성빌라,1992.0,연립다세대,관악구 신림동 697-20,37.4672037,126.9194887,180.23,54.52
2016,11320,도봉구,10600,방학동,1,대지,603,18,3.0,20151128,전세,46.66,9800,0,아름빌B,2007.0,연립다세대,도봉구 방학동 603-18,37.6681158,127.0338408,210.03,63.53
2017,11320,도봉구,10500,쌍문동,1,대지,388,33,4.0,20171021,전세,50.58,17000,0,한양1,1986.0,아파트,도봉구 쌍문동 388-33,37.6459236,127.0305377,336.1,101.67
2022,11290,성북구,13600,하월곡동,1,대지,90,260,7.0,20220414,전세,14.35,15960,0,갤럭시하월곡,2020.0,오피스텔,성북구 하월곡동 90-260,37.6040829,127.0328267,1112.2,336.44
2022,11680,강남구,10600,대치동,1,대지,917,12,2.0,20220209,전세,32.76,17000,0,새롬하이빌,2002.0,연립다세대,강남구 대치동 917-12,37.5002973,127.0548471,518.93,156.97
2017,11680,강남구,10100,역삼동,1,대지,706,24,10.0,20170202,전세,30.53,18000,0,진넥스빌2,2003.0,아파트,강남구 역삼동 706-24,37.5017729,127.0439569,589.58,178.35
2019,11500,강서구,10500,마곡동,1,대지,760,0,12.0,20190325,전세,22.35,17000,0,마곡나루역보타닉푸르지오시티,2017.0,오피스텔,강서구 마곡동 760,37.5673178,126.8270022,760.63,230.09
2018,11440,마포구,11200,현석동,1,대지,225,0,4.0,20180526,전세,59.96,54000,0,래미안웰스트림,2016.0,아파트,마포구 현석동 225,37.543211,126.9355511,900.6,272.43
2019,11710,송파구,10500,석촌동,1,대지,246,5,2.0,20190712,전세,29.57,26000,0,드림하우스(246-5),2019.0,연립다세대,송파구 석촌동 246-5,37.50273869999999,127.1013508,879.27,265.98
2020,11260,중랑구,10600,신내동,1,대지,281,1,3.0,20200619,월세,33.24,15000,5,블랑쉬에,2014.0,연립다세대,중랑구 신내동 281-1,37.61819750000001,127.1014918,451.26,136.51
2015,11170,용산구,12200,문배동,1,대지,17,1,13.0,20150411,월세,76.02,15000,90,지오베르크,2004.0,아파트,용산구 문배동 17-1,37.5374393,126.9673618,197.32,59.69
2019,11380,은평구,10900,신사동,1,대지,371,0,2.0,20190708,전세,84.99,37000,0,두산위브2차,2011.0,아파트,은평구 신사동 371,37.5987695,126.9071691,435.35,131.69
2022,11620,관악구,10300,남현동,1,대지,602,97,3.0,20220611,전세,61.18,37000,0,은혜빌라트,2004.0,연립다세대,관악구 남현동 602-97,37.4724646,126.9775021,604.77,182.94
2015,11215,광진구,10500,자양동,1,대지,227,7,6.0,20150705,전세,127.95,85000,0,더샵스타시티,2007.0,아파트,광진구 자양동 227-7,37.5378028,127.0726322,664.32,200.96
2014,11410,서대문구,11700,연희동,1,대지,739,0,20.0,20140811,전세,59.58,23000,0,대우푸르지오,2002.0,아파트,서대문구 연희동 739,37.5615201,126.929515,386.04,116.78
2015,11620,관악구,10200,신림동,1,대지,1439,30,4.0,20151029,월세,11.76,3000,30,삼협필하우스-Ⅵ,2012.0,연립다세대,관악구 신림동 1439-30,37.487479,126.9266341,255.1,77.17
2018,11650,서초구,10200,양재동,1,대지,137,1,6.0,20180103,전세,84.58,48000,0,우성112,1991.0,아파트,서초구 양재동 137-1,37.4751588,127.0327267,567.51,171.67
2016,11200,성동구,10400,도선동,1,대지,329,1,5.0,20160606,월세,12.6,7000,25,에코하우스(1동),2011.0,연립다세대,성동구 도선동 329-1,37.5650533,127.0321047,555.56,168.06
2018,11560,영등포구,10900,영등포동8가,1,대지,35,1,14.0,20180209,월세,23.89,1000,67,리마크빌 영등포,2016.0,오피스텔,영등포구 영등포동8가 35-1,37.5267486,126.9050364,41.86,12.66
2017,11620,관악구,10200,신림동,1,대지,1735,0,7.0,20170122,전세,114.7,39000,0,관악산휴먼시아2단지,2008.0,아파트,관악구 신림동 1735,37.4591086,126.920039,340.02,102.86
2013,11110,종로구,10900,누상동,1,대지,67,0,3.0,20130105,전세,70.62,25000,0,EHAUS,2004.0,연립다세대,종로구 누상동 67,37.5804252,126.9671898,354.01,107.09
2014,11260,중랑구,10300,중화동,1,대지,450,0,12.0,20140220,전세,84.03,25000,0,한신아파트(103~109),1997.0,아파트,중랑구 중화동 450,37.5971492,127.0819073,297.51,90.0
2018,11410,서대문구,11900,북가좌동,1,대지,280,5,4.0,20180529,전세,82.8,21000,0,미성맨션,1994.0,연립다세대,서대문구 북가좌동 280-5,37.58180650000001,126.9154742,253.62,76.72
2019,11680,강남구,10600,대치동,1,대지,511,0,9.0,20191108,월세,84.96,15000,150,한보미도맨션2,1985.0,아파트,강남구 대치동 511,37.4933928,127.0673501,176.55,53.41
2019,11410,서대문구,10900,현저동,1,대지,200,0,1.0,20190712,월세,84.87,30000,40,독립문극동(200-0),1998.0,아파트,서대문구 현저동 200,37.5720344,126.9567674,353.48,106.93
2014,11140,중구,14400,장충동2가,1,대지,193,250,4.0,20140125,월세,20.34,2000,40,그린타운,2001.0,연립다세대,중구 장충동2가 193-250,37.5585161,127.0022408,98.33,29.74
2011,11740,강동구,10900,천호동,1,대지,46,20,4.0,20110808,전세,72.32,22000,0,테라칸하우스2차,2002.0,연립다세대,강동구 천호동 46-20,37.5436529,127.1411893,304.2,92.02
2016,11470,양천구,10300,신월동,1,대지,454,2,1.0,20160303,전세,65.26,10000,0,세일맨션,1982.0,연립다세대,양천구 신월동 454-2,37.5269299,126.8463969,153.23,46.35
2012,11440,마포구,12500,성산동,1,대지,601,0,14.0,20120321,전세,84.55,27000,0,성산월드타운대림,2004.0,아파트,마포구 성산동 601,37.5693435,126.9082436,319.34,96.6
2014,11320,도봉구,10700,창동,1,대지,347,0,14.0,20140616,전세,79.07,24500,0,창동주공3단지(해등마을),1990.0,아파트,도봉구 창동 347,37.6500627,127.0442013,309.85,93.73
2022,11710,송파구,10700,가락동,1,대지,77,4,10.0,20220817,월세,39.49,20000,5,송파KCC웰츠타워,2011.0,오피스텔,송파구 가락동 77-4,37.4957234,127.1221502,506.46,153.2
2020,11230,동대문구,10200,용두동,1,대지,39,535,5.0,20200601,전세,27.31,22000,0,그린캐슬,2019.0,연립다세대,동대문구 용두동 39-535,37.5767292,127.0424647,805.57,243.68
2019,11680,강남구,10500,삼성동,1,대지,50,0,1.0,20190316,전세,84.24,83000,0,현대힐스테이트2단지,2008.0,아파트,강남구 삼성동 50,37.5138585,127.051486,985.28,298.05
2017,11380,은평구,11000,증산동,1,대지,244,0,3.0,20171127,전세,84.99,33000,0,DMC우방,2000.0,아파트,은평구 증산동 244,37.5818673,126.9029906,388.28,117.45
2013,11740,강동구,10200,고덕동,1,대지,499,0,2.0,20130219,전세,114.98,40000,0,고덕 아이파크,2011.0,아파트,강동구 고덕동 499,37.5589299,127.1552406,347.89,105.24
2013,11440,마포구,12300,망원동,1,대지,472,2,-1.0,20111104,전세,36.89,5500,0,상명주택,1979.0,연립다세대,마포구 망원동 472-2,37.5624314,126.9038026,149.09,45.1
2011,11410,서대문구,11700,연희동,1,대지,723,24,2.0,20110228,전세,37.62,5500,0,연백빌라,1986.0,연립다세대,서대문구 연희동 723-24,37.5761815,126.9331038,146.2,44.23
2021,11290,성북구,13800,장위동,1,대지,231,197,3.0,20211009,전세,48.94,13650,0,반석그린빌,2002.0,연립다세대,성북구 장위동 231-197,37.61365139999999,127.0382606,278.91,84.37
2019,11560,영등포구,10200,영등포동1가,1,대지,40,1,8.0,20190911,전세,84.37,38000,0,창방누리애,2006.0,아파트,영등포구 영등포동1가 40-1,37.5173446,126.9143491,450.4,136.25
2020,11350,노원구,10200,월계동,1,대지,379,17,3.0,20200721,월세,15.68,1000,50,모두스타빌,2020.0,오피스텔,노원구 월계동 379-17,37.6234659,127.0606631,63.78,19.29
2012,11380,은평구,10300,불광동,1,대지,346,86,4.0,20120423,전세,80.5,15000,0,노블캐슬,2009.0,연립다세대,은평구 불광동 346-86,37.6199211,126.926995,186.34,56.37
2012,11320,도봉구,10600,방학동,1,대지,712,9,3.0,20120920,전세,37.46,5500,0,청아하이츠빌라A동,1992.0,연립다세대,도봉구 방학동 712-9,37.6623082,127.0464079,146.82,44.41
2020,11215,광진구,10700,화양동,1,대지,17,92,3.0,20200813,전세,33.71,24000,0,세종에버그린,2018.0,오피스텔,광진구 화양동 17-92,37.5465237,127.0692333,711.95,215.37
2014,11380,은평구,10700,응암동,1,대지,696,29,0.0,20131114,월세,29.16,300,30,(696-29),1986.0,연립다세대,은평구 응암동 696-29,37.5857105,126.9174115,10.29,3.11
2019,11710,송파구,11400,마천동,1,대지,283,56,4.0,20191226,전세,39.64,12000,0,동구빌라,1997.0,연립다세대,송파구 마천동 283-56,37.4934506,127.1568659,302.72,91.57
