접수년도,자치구코드,자치구명,법정동코드,법정동명,지번구분코드,지번구분,본번,부번,층,계약일,전월세구분,임대면적,보증금(만원),임대료(만원),건물명,건축년도,건물용도,주소,위도,경도,제곱미터당전세가,평당전세가
2018,11680,강남구,10100,역삼동,1,대지,762,3,25.0,20180308,전세,105.89,125000,0,래미안그레이튼(진달래2차),2010.0,아파트,강남구 역삼동 762-3,37.4951647,127.0472447,1180.47,357.09
2016,11740,강동구,10500,길동,1,대지,96,1,4.0,20160419,전세,72.2,22000,0,(96-1),1998.0,연립다세대,강동구 길동 96-1,37.5399605,127.1465959,304.71,92.17
2016,11680,강남구,11000,압구정동,1,대지,434,0,4.0,20160401,전세,155.52,100000,0,신현대12차,1982.0,아파트,강남구 압구정동 434,37.5289279,127.0241089,643.0,194.51
2020,11110,종로구,17900,홍파동,1,대지,199,0,18.0,20200618,전세,84.94,95000,0,경희궁자이(2단지),2017.0,아파트,종로구 홍파동 199,37.5708297,126.9635609,1118.44,338.33
2016,11230,동대문구,10400,전농동,1,대지,10,1,12.0,20150203,전세,32.77,3788,0,전농SK(임대),2000.0,아파트,동대문구 전농동 10-1,37.5773724,127.0628033,115.59,34.97
2012,11170,용산구,11900,효창동,1,대지,240,3,2.0,20120917,월세,12.08,1000,40,(240-3),2012.0,연립다세대,용산구 효창동 240-3,37.5394041,126.960424,82.78,25.04
2013,11545,금천구,10300,시흥동,1,대지,971,10,4.0,20130712,전세,47.97,10000,0,쉼터빌리지가동,2002.0,연립다세대,금천구 시흥동 971-10,37.43491849999999,126.9056121,208.46,63.06
2015,11560,영등포구,12100,문래동3가,1,대지,55,4,24.0,20151014,월세,99.44,3000,170,문래동메가트리움,2004.0,오피스텔,영등포구 문래동3가 55-4,37.5180887,126.8974752,30.17,9.13
2022,11545,금천구,10200,독산동,1,대지,1093,4,4.0,20220226,전세,129.66,36750,0,한신아파트,1991.0,아파트,금천구 독산동 1093-4,37.4565204,126.8880304,283.43,85.74
2013,11500,강서구,10300,화곡동,1,대지,359,124,3.0,20130828,전세,45.48,6000,0,보성,1982.0,연립다세대,강서구 화곡동 359-124,37.5364111,126.8416089,131.93,39.91
2022,11710,송파구,10500,석촌동,1,대지,223,1,5.0,20220207,전세,30.0,31000,0,"우노카운티(101,102,103동)",2018.0,연립다세대,송파구 석촌동 223-1,37.4980107,127.0980064,1033.33,312.58
2022,11380,은평구,10600,대조동,1,대지,186,25,9.0,20220724,월세,17.63,500,48,연신내역마에스트로,2013.0,오피스텔,은평구 대조동 186-25,37.6171305,126.9223933,28.36,8.58
2016,11530,구로구,11100,천왕동,1,대지,281,0,2.0,20160126,월세,84.98,30000,30,천왕연지타운2단지,2014.0,아파트,구로구 천왕동 281,37.4808353,126.8398192,353.02,106.79
2014,11380,은평구,11400,진관동,1,대지,84,0,6.0,20141115,월세,134.43,11000,100,은평뉴타운우물골(두산위브7단지),2010.0,아파트,은평구 진관동 84,37.63620179999999,126.9276187,81.83,24.75
2020,11620,관악구,10200,신림동,1,대지,746,43,3.0,20200111,전세,41.04,15500,0,건영1,1984.0,아파트,관악구 신림동 746-43,37.4763136,126.9123218,377.68,114.25
2022,11350,노원구,10500,상계동,1,대지,647,0,10.0,20220115,월세,66.56,5000,85,상계주공12(고층),1988.0,아파트,노원구 상계동 647,37.6661657,127.0593193,75.12,22.72
2019,11530,구로구,10700,개봉동,1,대지,476,0,22.0,20190202,월세,84.57,5000,80,한마을,1999.0,아파트,구로구 개봉동 476,37.4952641,126.8625018,59.12,17.88
2022,11290,성북구,10300,돈암동,1,대지,637,0,3.0,20221124,전세,84.95,45000,0,성일우리미,2004.0,아파트,성북구 돈암동 637,37.602392,127.0282901,529.72,160.24
2020,11230,동대문구,10600,장안동,1,대지,341,3,5.0,20200706,월세,14.12,1000,40,(341-3),2013.0,연립다세대,동대문구 장안동 341-3,37.57021640000001,127.0726156,70.82,21.42
2015,11620,관악구,10200,신림동,1,대지,1712,0,14.0,20150201,전세,59.93,17500,0,초원,1999.0,아파트,관악구 신림동 1712,37.47339789999999,126.9141305,292.01,88.33
2013,11470,양천구,10200,목동,1,대지,912,0,2.0,20130215,전세,95.01,40000,0,목동신시가지5,1986.0,아파트,양천구 목동 912,37.5341154,126.882084,421.01,127.36
2022,11590,동작구,10700,사당동,1,대지,316,108,3.0,20220228,전세,50.77,20000,0,기연채(316-108),2014.0,연립다세대,동작구 사당동 316-108,37.4809395,126.9745128,393.93,119.16
2017,11740,강동구,10900,천호동,1,대지,44,0,10.0,20161226,전세,27.61,14000,0,금호아파트,1987.0,아파트,강동구 천호동 44,37.5448151,127.1421884,507.06,153.39
2019,11440,마포구,10300,신공덕동,1,대지,155,0,13.0,20190330,월세,59.76,10000,115,신공덕1차삼성래미안1아파트,2000.0,아파트,마포구 신공덕동 155,37.543481,126.955738,167.34,50.62
2011,11470,양천구,10100,신정동,1,대지,1279,1,7.0,20110131,월세,32.76,909,10,목동현대,1997.0,아파트,양천구 신정동 1279-1,37.5181266,126.8766645,27.75,8.39
2019,11710,송파구,10900,장지동,1,대지,905,0,4.0,20191209,월세,49.48,9112,12,위례포레샤인23단지,2017.0,아파트,송파구 장지동 905,37.4763763,127.13534,184.16,55.71
2022,11215,광진구,10500,자양동,1,대지,227,113,5.0,20220114,전세,27.75,27000,0,경성홈타운(227-113),2017.0,연립다세대,광진구 자양동 227-113,37.5373293,127.076238,972.97,294.32
2021,11560,영등포구,11800,도림동,1,대지,229,8,2.0,20211018,월세,44.03,12000,40,현대팰리스,2015.0,오피스텔,영등포구 도림동 229-8,37.5079398,126.8964706,272.54,82.44
2012,11200,성동구,10200,하왕십리동,1,대지,1058,0,11.0,20121005,전세,114.63,28000,0,극동미라주,2001.0,아파트,성동구 하왕십리동 1058,37.5584807,127.0233012,244.26,73.89
2016,11470,양천구,10100,신정동,1,대지,1323,0,2.0,20160629,전세,84.98,48000,0,목동힐스테이트,2016.0,아파트,양천구 신정동 1323,37.5203058,126.8564578,564.84,170.86
2021,11530,구로구,10100,신도림동,1,대지,432,1,8.0,20211026,전세,84.96,70000,0,SKVIEW,2006.0,아파트,구로구 신도림동 432-1,37.5070047,126.8864977,823.92,249.23
2016,11440,마포구,12700,상암동,1,대지,1655,0,1.0,20150416,월세,84.76,10000,130,상암월드컵파크4단지,2006.0,아파트,마포구 상암동 1655,37.577686,126.8886889,117.98,35.69
2017,11380,은평구,11400,진관동,1,대지,84,0,3.0,20170929,월세,101.49,3000,120,은평뉴타운우물골(두산위브7단지),2010.0,아파트,은평구 진관동 84,37.63620179999999,126.9276187,29.56,8.94
2017,11380,은평구,10400,갈현동,1,대지,537,0,1.0,20170719,전세,84.87,30000,0,갈현동현대,1997.0,아파트,은평구 갈현동 537,37.6221702,126.9141882,353.48,106.93
2011,11440,마포구,11200,현석동,1,대지,223,0,3.0,20110124,전세,140.45,60000,0,반도유보라아일랜드,2008.0,아파트,마포구 현석동 223,37.5419988,126.9344691,427.2,129.23
2018,11680,강남구,10600,대치동,1,대지,890,49,12.0,20180531,월세,28.34,8000,50,선릉역대우아이빌(890-49),2004.0,아파트,강남구 대치동 890-49,37.50449560000001,127.0515557,282.29,85.39
2020,11350,노원구,10500,상계동,1,대지,1365,0,2.0,20200302,전세,38.94,5000,0,세창빌라(라)동,1993.0,연립다세대,노원구 상계동 1365,37.6739998,127.0819143,128.4,38.84
2013,11500,강서구,10400,가양동,1,대지,1490,0,6.0,20130225,월세,39.6,5000,35,가양도시개발9-2단지,1993.0,아파트,강서구 가양동 1490,37.5587209,126.863533,126.26,38.19
2018,11560,영등포구,11100,당산동1가,1,대지,457,0,4.0,20180127,전세,59.4,39000,0,신동아파밀리에,2008.0,아파트,영등포구 당산동1가 457,37.5197857,126.9003915,656.57,198.61
2018,11650,서초구,10300,우면동,1,대지,784,0,22.0,20181219,전세,51.32,18623,0,엘에이치서초3단지,2013.0,아파트,서초구 우면동 784,37.4586428,127.0221123,362.88,109.77
2016,11470,양천구,10200,목동,1,대지,941,0,11.0,20160711,전세,84.98,52500,0,대원칸타빌2,2003.0,아파트,양천구 목동 941,37.5321813,126.8668363,617.79,186.88
2011,11410,서대문구,11600,창천동,1,대지,13,106,4.0,20110520,월세,16.7,2000,40,미현,2010.0,연립다세대,서대문구 창천동 13-106,37.5576265,126.9389402,119.76,36.23
2015,11110,종로구,17500,숭인동,1,대지,181,82,,20150617,전세,59.85,15000,0,동문타운A,2001.0,연립다세대,종로구 숭인동 181-82,37.5769028,127.019498,250.63,75.81
2016,11590,동작구,10700,사당동,1,대지,1041,2,2.0,20160620,월세,28.12,1000,50,(1041-2),2002.0,연립다세대,동작구 사당동 1041-2,37.4781874,126.9801641,35.56,10.76
2016,11740,강동구,10100,명일동,1,대지,270,0,2.0,20160429,전세,117.76,41000,0,삼익가든,1984.0,아파트,강동구 명일동 270,37.5472021,127.1477091,348.17,105.32
2021,11170,용산구,10900,청파동1가,1,대지,97,27,5.0,20210610,전세,29.44,22500,0,청파퍼스트빌,2019.0,연립다세대,용산구 청파동1가 97-27,37.5476518,126.9666446,764.27,231.19
2022,11680,강남구,10100,역삼동,1,대지,782,18,4.0,20220319,전세,113.99,76000,0,영동파크빌,1997.0,연립다세대,강남구 역삼동 782-18,37.4944291,127.0426826,666.73,201.68
2011,11560,영등포구,10800,영등포동7가,1,대지,94,296,2.0,20110927,월세,73.86,5000,50,신아빌라트(94-296),1998.0,연립다세대,영등포구 영등포동7가 94-296,37.5242336,126.9082129,67.7,20.48
2015,11350,노원구,10500,상계동,1,대지,749,5,5.0,20150924,전세,49.94,21000,0,상계주공4(고층),1988.0,아파트,노원구 상계동 749-5,37.6500651,127.0622174,420.5,127.2
2018,11140,중구,16500,황학동,1,대지,808,0,13.0,20180511,전세,23.73,11000,0,올리브1,2004.0,오피스텔,중구 황학동 808,37.566165,127.0233248,463.55,140.22
2019,11620,관악구,10100,봉천동,1,대지,1708,0,3.0,20190926,월세,59.92,5000,100,두산,2000.0,아파트,관악구 봉천동 1708,37.4845264,126.9428948,83.44,25.24
2012,11170,용산구,12900,이촌동,1,대지,404,0,11.0,20120130,월세,59.88,15000,75,한가람,1998.0,아파트,용산구 이촌동 404,37.5215846,126.9702868,250.5,75.78
2018,11530,구로구,10800,오류동,1,대지,339,0,11.0,20180426,전세,59.79,25500,0,동부(105동~106동),1999.0,아파트,구로구 오류동 339,37.4970718,126.8487265,426.49,129.01
2015,11680,강남구,11400,일원동,1,대지,620,17,,20151005,월세,32.72,3000,27,(620-17),1986.0,연립다세대,강남구 일원동 620-17,37.4937183,127.0815136,91.69,27.74
2016,11620,관악구,10100,봉천동,1,대지,861,7,11.0,20160127,월세,17.19,1000,45,CO-OP RESIDENCE/서울대입구,2005.0,오피스텔,관악구 봉천동 861-7,37.4818884,126.9522083,58.17,17.6
2012,11260,중랑구,10600,신내동,1,대지,656,0,13.0,20120408,전세,84.99,22000,0,화성,1995.0,아파트,중랑구 신내동 656,37.613632,127.0951376,258.85,78.3
2021,11500,강서구,10300,화곡동,1,대지,938,5,4.0,20210118,전세,29.86,25100,0,웰타운B,2020.0,오피스텔,강서구 화곡동 938-5,37.5297596,126.8397059,840.59,254.28
2014,11290,성북구,13300,정릉동,1,대지,239,0,10.0,20140517,전세,84.09,23000,0,정릉풍림아이원,2005.0,아파트,성북구 정릉동 239,37.6185856,127.0073052,273.52,82.74
2016,11230,동대문구,10500,답십리동,1,대지,498,5,10.0,20160803,월세,26.5,1000,50,메트로팰리스,2005.0,오피스텔,동대문구 답십리동 498-5,37.5694986,127.0499031,37.74,11.42
2015,11350,노원구,10300,공릉동,1,대지,408,150,2.0,20150807,전세,35.72,8000,0,현대아트빌라(408-150),1993.0,연립다세대,노원구 공릉동 408-150,37.6253911,127.0792238,223.96,67.75
2017,11545,금천구,10100,가산동,1,대지,235,11,1.0,20170829,전세,36.23,8500,0,진양빌라3동,1990.0,연립다세대,금천구 가산동 235-11,37.47307929999999,126.8920127,234.61,70.97
2020,11350,노원구,10500,상계동,1,대지,720,0,11.0,20200914,월세,58.01,5000,43,상계주공6(고층),1988.0,아파트,노원구 상계동 720,37.6537972,127.0647488,86.19,26.07
2020,11710,송파구,11400,마천동,1,대지,181,0,7.0,20200522,월세,59.67,7000,60,현대그린빌,1998.0,아파트,송파구 마천동 181,37.4951823,127.1509584,117.31,35.49
2020,11680,강남구,11800,도곡동,1,대지,467,0,46.0,20200914,전세,137.24,154350,0,타워팰리스1,2002.0,아파트,강남구 도곡동 467,37.4882228,127.0544393,1124.67,340.21
2017,11680,강남구,10600,대치동,1,대지,934,1,4.0,20170116,전세,105.56,66000,0,청원,2005.0,아파트,강남구 대치동 934-1,37.4985221,127.0559005,625.24,189.13
2013,11590,동작구,10200,상도동,1,대지,28,4,3.0,20130119,월세,12.6,3000,26,홈인레지던스,2013.0,연립다세대,동작구 상도동 28-4,37.5040677,126.9448764,238.1,72.02
2019,11740,강동구,10200,고덕동,1,대지,693,0,14.0,20190906,전세,59.78,40000,0,고덕그라시움,2019.0,아파트,강동구 고덕동 693,37.5579056,127.162626,669.12,202.41
2020,11590,동작구,10100,노량진동,1,대지,323,0,7.0,20200113,전세,59.82,34000,0,우성,1997.0,아파트,동작구 노량진동 323,37.5096287,126.9478043,568.37,171.93
2022,11740,강동구,10500,길동,1,대지,325,3,4.0,20220307,전세,48.5,32500,0,금강블루빌,2015.0,연립다세대,강동구 길동 325-3,37.54413700000001,127.1455719,670.1,202.71
2015,11740,강동구,10800,성내동,1,대지,120,11,3.0,20150120,월세,19.72,500,50,(120-11),2013.0,연립다세대,강동구 성내동 120-11,37.5327864,127.1234909,25.35,7.67
2014,11110,종로구,17500,숭인동,1,대지,76,0,13.0,20120601,전세,111.73,38000,0,롯데캐슬천지인,2004.0,아파트,종로구 숭인동 76,37.5738513,127.0161779,340.11,102.88
2022,11500,강서구,10500,마곡동,1,대지,743,0,13.0,20221121,전세,59.79,33750,0,마곡엠밸리6단지,2014.0,아파트,강서구 마곡동 743,37.5653061,126.8207668,564.48,170.75
2018,11530,구로구,10200,구로동,1,대지,103,11,14.0,20180529,월세,29.4,12000,10,한솔로이젠트,2006.0,오피스텔,구로구 구로동 103-11,37.4961284,126.889683,408.16,123.47
2017,11590,동작구,10700,사당동,1,대지,105,0,13.0,20171118,전세,118.25,50000,0,사당우성3,1993.0,아파트,동작구 사당동 105,37.4896386,126.9759403,422.83,127.91
2020,11740,강동구,10900,천호동,1,대지,167,43,4.0,20170404,월세,53.22,3000,110,아이빌리지,2016.0,오피스텔,강동구 천호동 167-43,37.5390945,127.1338555,56.37,17.05
2014,11350,노원구,10300,공릉동,1,대지,725,0,1.0,20131123,전세,84.99,23500,0,풍림아파트A,2001.0,아파트,노원구 공릉동 725,37.6291633,127.0668178,276.5,83.64
2019,11590,동작구,10200,상도동,1,대지,903,0,17.0,20190122,전세,84.97,57000,0,e편한세상상도노빌리티,2018.0,아파트,동작구 상도동 903,37.5052781,126.9481146,670.82,202.92
2014,11650,서초구,11100,신원동,1,대지,568,0,6.0,20140408,전세,59.69,24160,0,서초포레스타3단지,2014.0,아파트,서초구 신원동 568,37.4547821,127.0589417,404.76,122.44
2016,11440,마포구,12500,성산동,1,대지,157,9,4.0,20161117,월세,38.89,3500,40,청운빌라,1992.0,연립다세대,마포구 성산동 157-9,37.5686774,126.9055283,90.0,27.22
2017,11650,서초구,10800,서초동,1,대지,1508,6,5.0,20171102,전세,42.63,19000,0,CrystalRoseVill,2002.0,연립다세대,서초구 서초동 1508-6,37.4877341,127.0069655,445.7,134.82
2021,11680,강남구,11800,도곡동,1,대지,91,5,20.0,20210116,월세,59.96,60000,110,삼성래미안,2001.0,아파트,강남구 도곡동 91-5,37.4897783,127.0506508,1000.67,302.7
2012,11380,은평구,10300,불광동,1,대지,633,0,12.0,20120709,전세,85.0,26000,0,북한산현대홈타운,2004.0,아파트,은평구 불광동 633,37.6117746,126.934182,305.88,92.53
2016,11500,강서구,10900,방화동,1,대지,859,0,2.0,20160326,전세,84.92,27000,0,마곡청구아파트,1998.0,아파트,강서구 방화동 859,37.5729708,126.8214054,317.95,96.18
2020,11500,강서구,10500,마곡동,1,대지,760,1,14.0,20200213,전세,20.1,15000,0,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,2017.0,오피스텔,강서구 마곡동 760-1,37.567935,126.8267335,746.27,225.75
2011,11470,양천구,10300,신월동,1,대지,1016,0,14.0,20110430,전세,74.16,15000,0,원능한빛,2003.0,아파트,양천구 신월동 1016,37.5197495,126.8400779,202.27,61.19
2017,11680,강남구,10100,역삼동,1,대지,794,38,4.0,20170612,월세,61.92,1000,130,둥지아트빌라,2002.0,연립다세대,강남구 역삼동 794-38,37.4927589,127.037138,16.15,4.89
2011,11140,중구,14400,장충동2가,1,대지,193,159,1.0,20110628,전세,21.0,4700,0,주영빌라,2001.0,연립다세대,중구 장충동2가 193-159,37.55905,127.0007582,223.81,67.7
2014,11530,구로구,10700,개봉동,1,대지,403,17,7.0,20141006,전세,23.22,4400,0,금강빌딩,2001.0,오피스텔,구로구 개봉동 403-17,37.4944143,126.8559181,189.49,57.32
2019,11740,강동구,10100,명일동,1,대지,359,0,10.0,20190615,전세,78.07,54000,0,래미안솔베뉴,2019.0,아파트,강동구 명일동 359,37.5527708,127.1453519,691.69,209.24
2014,11140,중구,14400,장충동2가,1,대지,193,479,2.0,20140815,월세,18.86,2000,38,골든빌,2000.0,연립다세대,중구 장충동2가 193-479,37.5588762,127.0003883,106.04,32.08
2012,11620,관악구,10200,신림동,1,대지,10,709,3.0,20120612,전세,70.56,13000,0,신안빌라A,1991.0,연립다세대,관악구 신림동 10-709,37.4810304,126.9338832,184.24,55.73
2016,11215,광진구,10700,화양동,1,대지,12,18,4.0,20160118,월세,17.55,1000,50,(12-18),2012.0,연립다세대,광진구 화양동 12-18,37.54353649999999,127.0710838,56.98,17.24
2013,11590,동작구,10900,신대방동,1,대지,565,0,9.0,20121215,전세,66.69,20000,0,우성1,1988.0,아파트,동작구 신대방동 565,37.4922665,126.9116072,299.9,90.72
2016,11590,동작구,10800,대방동,1,대지,416,17,3.0,20160325,전세,17.23,7500,0,아이린하우스,2013.0,연립다세대,동작구 대방동 416-17,37.49914270000001,126.9223685,435.29,131.67
2020,11350,노원구,10500,상계동,1,대지,1258,0,5.0,20201013,월세,23.37,1000,40,오피앙,2004.0,오피스텔,노원구 상계동 1258,37.6802697,127.0548888,42.79,12.94
2021,11620,관악구,10100,봉천동,1,대지,869,6,8.0,20210103,월세,20.5,1000,60,서울대역 마에스트로,2012.0,오피스텔,관악구 봉천동 869-6,37.4810911,126.9506607,48.78,14.76
2020,11710,송파구,10600,삼전동,1,대지,71,1,4.0,20191130,전세,75.87,34000,0,삼성월드빌,2001.0,연립다세대,송파구 삼전동 71-1,37.501379,127.0935018,448.13,135.56
2022,11380,은평구,10200,녹번동,1,대지,282,0,9.0,20221126,전세,59.94,45000,0,힐스테이트녹번,2019.0,아파트,은평구 녹번동 282,37.6017429,126.9368222,750.75,227.1
2020,11680,강남구,10800,논현동,1,대지,217,32,2.0,20200321,전세,17.98,10000,0,(217-32),2013.0,연립다세대,강남구 논현동 217-32,37.51231370000001,127.0339395,556.17,168.24
2015,11710,송파구,10600,삼전동,1,대지,179,2,3.0,20150409,월세,44.16,13500,20,LH(179-2),2002.0,연립다세대,송파구 삼전동 179-2,37.501792,127.0961353,305.71,92.48
2020,11650,서초구,10800,서초동,1,대지,1641,3,13.0,20200723,전세,122.11,100000,0,대성유니드,2004.0,아파트,서초구 서초동 1641-3,37.4938595,127.0208181,818.93,247.73
2022,11350,노원구,10500,상계동,1,대지,169,77,6.0,20220602,월세,54.12,10000,60,솔매빌라트,2003.0,연립다세대,노원구 상계동 169-77,37.6621822,127.0701997,184.77,55.89
2022,11530,구로구,10200,구로동,1,대지,256,1,13.0,20220115,월세,56.04,45000,13,삼성래미안,2004.0,아파트,구로구 구로동 256-1,37.4877322,126.8918993,803.0,242.91
2013,11680,강남구,10300,개포동,1,대지,649,0,10.0,20130205,전세,84.73,43000,0,경남2차,1984.0,아파트,강남구 개포동 649,37.4845146,127.054174,507.49,153.52
2012,11350,노원구,10500,상계동,1,대지,691,0,11.0,20120315,전세,41.3,8000,0,상계주공7(고층),1988.0,아파트,노원구 상계동 691,37.6601568,127.0623087,193.7,58.6
2021,11440,마포구,10200,공덕동,1,대지,26,7,15.0,20210615,전세,49.0,30000,0,백상프로포즈오피스텔,2012.0,오피스텔,마포구 공덕동 26-7,37.5496922,126.9601217,612.24,185.2
2015,11560,영등포구,12700,양평동3가,1,대지,79,4,10.0,20151020,월세,80.92,3000,120,현대2차,1990.0,아파트,영등포구 양평동3가 79-4,37.5320337,126.8955711,37.07,11.21
2021,11530,구로구,11100,천왕동,1,대지,277,6,7.0,20210602,전세,25.52,26000,0,더메종277,2020.0,오피스텔,구로구 천왕동 277-6,37.4814009,126.8388174,1018.81,308.19
2018,11680,강남구,10100,역삼동,1,대지,757,0,8.0,20180628,전세,80.87,92000,0,역삼래미안,2005.0,아파트,강남구 역삼동 757,37.4975157,127.0500483,1137.63,344.13
2021,11560,영등포구,10400,영등포동3가,1,대지,17,3,10.0,20210220,월세,17.66,500,60,더-위일 신세계,2020.0,오피스텔,영등포구 영등포동3가 17-3,37.5185497,126.90741,28.31,8.56
2022,11320,도봉구,10600,방학동,1,대지,271,1,10.0,20221210,월세,70.62,2000,88,신동아아파트1,1986.0,아파트,도봉구 방학동 271-1,37.660882,127.0266718,28.32,8.57
2021,11500,강서구,10300,화곡동,1,대지,61,51,3.0,20210317,월세,53.63,800,75,영광빌리지(61-51),2002.0,연립다세대,강서구 화곡동 61-51,37.5420974,126.845796,14.92,4.51
2013,11350,노원구,10500,상계동,1,대지,694,0,9.0,20121201,전세,122.18,26000,0,임광,1989.0,아파트,노원구 상계동 694,37.6607248,127.0569722,212.8,64.37
2021,11545,금천구,10200,독산동,1,대지,989,0,4.0,20210525,전세,37.81,31000,0,독산오르페움타워,2020.0,아파트,금천구 독산동 989,37.4728199,126.9011831,819.89,248.02
2021,11230,동대문구,10400,전농동,1,대지,645,2,14.0,20210814,전세,70.03,34650,0,동아,1997.0,아파트,동대문구 전농동 645-2,37.5748818,127.045704,494.79,149.67
2014,11680,강남구,10800,논현동,1,대지,173,2,1.0,20140616,전세,21.26,9800,0,독일집,2002.0,연립다세대,강남구 논현동 173-2,37.5093552,127.0295871,460.96,139.44
2016,11215,광진구,10400,광장동,1,대지,566,0,2.0,20160115,전세,59.95,39000,0,청구,1996.0,아파트,광진구 광장동 566,37.5424654,127.0962926,650.54,196.79
2018,11590,동작구,10200,상도동,1,대지,202,46,1.0,20180323,전세,77.66,30000,0,청남빌라,2004.0,연립다세대,동작구 상도동 202-46,37.4995979,126.9417361,386.3,116.86
2021,11470,양천구,10200,목동,1,대지,956,0,9.0,20210819,전세,59.98,45100,0,롯데캐슬위너,2005.0,아파트,양천구 목동 956,37.5468897,126.8672385,751.92,227.45
2022,11650,서초구,10900,내곡동,3,블럭,1,0,13.0,20220317,전세,59.88,50375,0,서초더샵포레,2014.0,아파트,서초구 내곡동 1,37.4615871,127.0674806,841.27,254.48
2019,11620,관악구,10100,봉천동,1,대지,874,19,8.0,20190423,전세,15.75,7000,0,(874-19),2004.0,오피스텔,관악구 봉천동 874-19,37.4820702,126.9499605,444.44,134.44
2015,11650,서초구,10800,서초동,1,대지,1357,44,2.0,20150406,전세,82.45,30000,0,다우월드아파트,2003.0,아파트,서초구 서초동 1357-44,37.4879805,127.0312814,363.86,110.07
2020,11710,송파구,10400,송파동,1,대지,86,18,3.0,20201201,월세,41.49,5000,70,준원주택,2003.0,연립다세대,송파구 송파동 86-18,37.5051714,127.1092172,120.51,36.45
2014,11680,강남구,10300,개포동,1,대지,166,6,4.0,20140414,전세,73.18,20000,0,시온빌(166-6),2002.0,연립다세대,강남구 개포동 166-6,37.4829612,127.0611323,273.3,82.67
2012,11470,양천구,10200,목동,1,대지,318,91,1.0,20121028,월세,59.3,5000,40,예스빌(318-91),2002.0,연립다세대,양천구 목동 318-91,37.5429916,126.8667713,84.32,25.51
2019,11380,은평구,10400,갈현동,1,대지,436,32,2.0,20190720,전세,27.02,17000,0,호림리슈빌6차,2015.0,연립다세대,은평구 갈현동 436-32,37.6233306,126.9164867,629.16,190.32
2018,11680,강남구,11200,자곡동,1,대지,686,0,1.0,20160725,전세,59.93,13378,0,강남한양수자인(4단지),2014.0,아파트,강남구 자곡동 686,37.4758377,127.1126859,223.23,67.53
2022,11620,관악구,10200,신림동,1,대지,306,16,4.0,20220326,전세,59.78,15500,0,예림빌라트,1997.0,연립다세대,관악구 신림동 306-16,37.4651502,126.9335126,259.28,78.43
2012,11290,성북구,13400,길음동,1,대지,1284,0,13.0,20120807,전세,59.99,23000,0,길음뉴타운8단지(래미안),2010.0,아파트,성북구 길음동 1284,37.6075609,127.0179449,383.4,115.98
2017,11440,마포구,10100,아현동,1,대지,777,0,7.0,20161216,월세,84.89,1000,230,마포래미안푸르지오4단지,2014.0,아파트,마포구 아현동 777,37.5555928,126.9536568,11.78,3.56
2019,11530,구로구,10600,고척동,1,대지,326,0,6.0,20190303,전세,59.94,25000,0,청구,1999.0,아파트,구로구 고척동 326,37.5015398,126.863838,417.08,126.17
2017,11500,강서구,10100,염창동,1,대지,240,32,13.0,20170912,전세,59.88,34000,0,금호타운,1999.0,아파트,강서구 염창동 240-32,37.5563166,126.8651344,567.8,171.76
2022,11560,영등포구,12900,양평동5가,1,대지,24,1,3.0,20220319,전세,25.82,19950,0,선유도역 마들렌 오피스텔,2021.0,오피스텔,영등포구 양평동5가 24-1,37.5372533,126.8919568,772.66,233.73
2012,11500,강서구,10300,화곡동,1,대지,95,52,3.0,20120504,월세,69.96,4000,60,낙원빌라,1994.0,연립다세대,강서구 화곡동 95-52,37.5458783,126.8442346,57.18,17.3
2021,11590,동작구,10500,흑석동,1,대지,10,0,8.0,20211030,전세,78.07,49350,0,명수대현대,1988.0,아파트,동작구 흑석동 10,37.5078681,126.9669348,632.13,191.22
2022,11680,강남구,10600,대치동,1,대지,888,0,13.0,20221130,전세,84.95,125000,0,대치아이파크,2008.0,아파트,강남구 대치동 888,37.4950563,127.0545628,1471.45,445.11
2013,11620,관악구,10100,봉천동,1,대지,1712,0,11.0,20130427,전세,114.75,28500,0,관악드림(동아),2003.0,아파트,관악구 봉천동 1712,37.4897675,126.95062,248.37,75.13
2022,11140,중구,15800,충무로3가,1,대지,49,0,18.0,20220526,월세,28.94,1000,84,엘크루 메트로시티,2013.0,오피스텔,중구 충무로3가 49,37.562363,126.9926353,34.55,10.45
2022,11680,강남구,11000,압구정동,1,대지,455,0,10.0,20220714,전세,82.23,90000,0,"현대5차(71,72동)",1977.0,아파트,강남구 압구정동 455,37.5319756,127.0285632,1094.49,331.08
2017,11470,양천구,10200,목동,1,대지,908,28,7.0,20161008,전세,123.08,75000,0,부영2,2000.0,아파트,양천구 목동 908-28,37.5363533,126.8811224,609.36,184.33
2013,11590,동작구,10700,사당동,1,대지,1154,0,9.0,20130308,전세,84.73,26000,0,사당휴먼시아,2009.0,아파트,동작구 사당동 1154,37.478962,126.9701483,306.86,92.82
2019,11380,은평구,10100,수색동,1,대지,413,0,14.0,20190128,월세,59.97,2000,95,청구,2000.0,아파트,은평구 수색동 413,37.5807217,126.9010365,33.35,10.09
2022,11380,은평구,10700,응암동,1,대지,759,0,14.0,20220304,전세,59.85,44000,0,백련산힐스테이트1차,2011.0,아파트,은평구 응암동 759,37.5924134,126.9252267,735.17,222.39
2022,11170,용산구,11200,원효로1가,1,대지,134,0,28.0,20220509,월세,17.98,4507,6,용산원효루미니,2022.0,아파트,용산구 원효로1가 134,37.5399801,126.967447,250.67,75.83
